ALANSARI/title,ALANSARI/lat,ALANSARI/lng,ALANSARI/image,ALANSARI/address,ALANSARI/city,ALANSARI/timings,ALANSARI/mobile_number,ALANSARI/contact_number,ALANSARI/contact_email,ALANSARI/id
Al Madina Hypermarket Muhaisnah 2 Branch,25.266299966951628,55.43366450000022,https://alansariexchange.com/wp-content/themes/alansari/assets/images/active.png,"<p>Shop No. 01, Al Madina Hypermarket, Muhaisnah 2, Dubai</p>
",UAE,"<p><span>Everyday: 08:00 AM – 11:00 PM</span></p>
",600 54 6000,,info@alansari.ae,509051
Al Mozna Residence Building Al Qusais 1 Branch,25.272590059124443,55.371164999285284,https://alansariexchange.com/wp-content/themes/alansari/assets/images/active.png,"<p>Ground Floor, Al Mozna Residence Building, Al Nahda Street, Al Qusais 1, Deira, Dubai</p>
",UAE,"<p>Monday – Saturday: 08:00 AM – 11:30 PM,<br />
Sunday: 08:30 AM – 11:30 PM</p>
",600 54 6000,,info@alansari.ae,509204
Al Murooj Complex Branch,25.20396,55.275767,https://alansariexchange.com/wp-content/themes/alansari/assets/images/active.png,"<p>Al Murooj Complex, Sheikh Zayed Road, Dubai</p>
",UAE,"<p>Monday – Saturday: 8:00 AM &#8211; 11:00 PM<br />
Sunday &#8211; 9:00 AM &#8211; 11:00 PM</p>
",600 54 6000,,info@alansari.ae,27391
Al Nahda Twin Tower Branch,25.29773,55.382536,https://alansariexchange.com/wp-content/themes/alansari/assets/images/active.png,"<p>Unit No. 9, Ground Floor, Twin Tower Al Nahda, Dubai</p>
",UAE,"<p>Monday – Saturday: 8:00 AM &#8211; 12:00 MN<br />
Sunday &#8211; 8:30 AM &#8211; 11:30 PM</p>
",600 54 6000,,info@alansari.ae,27454
Al Qusais Industrial Area 2 Branch,25.287389807902986,55.391900092647305,https://alansariexchange.com/wp-content/themes/alansari/assets/images/active.png,"<p>Al Sajaya 17 Building, Damascus Street, Al Qusais Industrial Area 2, Dubai</p>
",UAE,"<p>Monday – Saturday: 08:00 AM – 11:30 PM, Sunday: 08:30 AM – 11:30 PM</p>
",600 54 6000,,info@alansari.ae,509138
Al Riqqa Branch,25.262903,55.325712,https://alansariexchange.com/wp-content/themes/alansari/assets/images/active.png,"<p>Al Mamura Bldg, Opp Abu Dhabi Comm’l Bank, Al Riqqa St, Deira, Dubai</p>
",UAE,"<p>Everyday: 8:00 AM &#8211; 12:00 MN</p>
",600 54 6000,,info@alansari.ae,27392
Al Safeer Hypermarket Muraqqabat Branch,25.267262,55.322151,https://alansariexchange.com/wp-content/themes/alansari/assets/images/active.png,"<p>Shop No. 1, Ground Floor, Al Safeer Market, Muraqqabat Deira, Dubai</p>
",UAE,"<p>Monday – Sunday: 08:00 AM – 12:00 MN</p>
",600 54 6000,,info@alansari.ae,27380
Al Satwa 2 Branch,25.230518,55.271854,https://alansariexchange.com/wp-content/themes/alansari/assets/images/active.png,"<p><span>Shop No. 8, Al Bada’a Building, Al Bada&#8217;a St, Al Hudaiba Road, Al Satwa, Dubai</span></p>
",UAE,"<p><span>Monday – Sunday: 08:00 AM – 11:30 PM</span></p>
",,+971 - 600 54 6000,info@alansari.ae,188234
Al Satwa Branch,25.228979829541196,55.275222266551964,https://alansariexchange.com/wp-content/themes/alansari/assets/images/active.png,"<p>Shop No. 12 &amp; 13, Al Satwa Home Building, Al Bada’a, Al Satwa Road, Dubai</p>
",UAE,"<p>Monday – Sunday: 8:00 AM &#8211; 11:30 PM</p>
",600 54 6000,,info@alansari.ae,27461
Al Sharhan Building Al Nahda 2 Branch,25.29147686203967,55.370108972869495,https://alansariexchange.com/wp-content/themes/alansari/assets/images/active.png,"<p>Shop No. 10, Ground Floor, Al Sharhan Building, Amman St, Al Nahda 2, Deira, Dubai</p>
",UAE,"<p>Monday &#8211; Saturday: 08:00 AM- 11:30 PM, Sunday: 08:30 AM – 11:30 PM</p>
",600 54 6000,,info@alansari.ae,550584
Ansar Gallery Branch &#8211; Deira,25.270073465812555,55.3215379582426,https://alansariexchange.com/wp-content/themes/alansari/assets/images/active.png,"<p>Deira, Ground floor, near Salahuddin Metro Station</p>
",UAE,"<p>Monday – Saturday: 8:00 AM &#8211; 12:00 MN<br />
Sunday &#8211; 10:00 AM &#8211; 12:00 MN</p>
<p>&nbsp;</p>
<p>&nbsp;</p>
",600 54 6000,,info@alansari.ae,27393
Ansar Gallery Branch &#8211; Karama,25.252347,55.308526,https://alansariexchange.com/wp-content/themes/alansari/assets/images/active.png,"<p>Ground Floor, Ansar Gallery – Karama, Dubai</p>
",UAE,"<p>Monday – Saturday: 09:00 AM &#8211; 12:00 MN, Sunday &#8211; 10:00 AM &#8211; 12:00 MN</p>
",600 54 6000,,info@alansari.ae,27394
Arabian Center Branch,25.235151,55.436071,https://alansariexchange.com/wp-content/themes/alansari/assets/images/active.png,"<p>Shop No. 1615, Ground Floor, Arabian Center, Al Khawaneej Road, Al Mizhar Dubai</p>
",UAE,"<p>Monday – Sunday: 08:30 AM – 12:00 MN</p>
",600 54 6000,,info@alansari.ae,27462
Arabian Ranches Branch,25.056869,55.269994,https://alansariexchange.com/wp-content/themes/alansari/assets/images/active.png,"<p>Kiosk K10, Community Centre, Arabian Ranches, Dubai</p>
",UAE,"<p>Monday – Saturday: 07:30 AM &#8211; 10:00 PM, Sunday &#8211; 10:00 AM &#8211; 10:00 PM</p>
",600 54 6000,,info@alansari.ae,27395
Baniyas Square Branch,25.269508,55.308122,https://alansariexchange.com/wp-content/themes/alansari/assets/images/active.png,"<p>Al Maktoum Hospital Road, near Commercial Bank of Dubai, Deira, Dubai</p>
",UAE,"<p>Everyday: 08:00 AM &#8211; 11:00 PM</p>
",600 54 6000,,info@alansari.ae,27396
Bay Avenue Branch,25.189681,55.263248,https://alansariexchange.com/wp-content/themes/alansari/assets/images/active.png,"<p>Shop.no.G45, Bay Avenue, Executive Towers M, Opp.Omniyat Bldg, Business Bay.</p>
",UAE,"<p>Everyday: 08:00 AM &#8211; 11:30 PM</p>
",600 54 6000,,info@alansari.ae,27397
Bin Sougat Centre Branch,25.2321,55.386483,https://alansariexchange.com/wp-content/themes/alansari/assets/images/active.png,"<p>Bin Sougat Centre, Rashidiya, Dubai</p>
",UAE,"<p>Monday – Sunday: 8:00 AM &#8211; 11:00 PM</p>
",600 54 6000,,info@alansari.ae,27398
Burjuman Center Branch,25.252296,55.301904,https://alansariexchange.com/wp-content/themes/alansari/assets/images/active.png,"<p>Branch Address: Shop No. 1020 &amp; 1021, Level 3, Burjuman Center, Dubai</p>
",UAE,"<p>Monday – Saturday: 8:00 AM &#8211; 11:00 PM<br />
Sunday &#8211; 9:00 AM &#8211; 11:00 PM</p>
",600 54 6000,,info@alansari.ae,27449
Burjuman Metro Station Branch,25.254725293539433,55.30397442944757,https://alansariexchange.com/wp-content/themes/alansari/assets/images/active.png,"<p>Shop No. R40.2, Ground Floor, Burjuman Metro Station, Khaled Bin Al Waleed Street, Dubai</p>
",UAE,"<p><span>Everyday: 08:00 AM – 11:30 PM</span></p>
",600 54 6000,,info@alansari.ae,447722
Carrefour Barsha Heights Branch,25.096817,55.17623,https://alansariexchange.com/wp-content/themes/alansari/assets/images/active.png,"<p>Unit No. 4 GF, Carrefour Market, Dubai</p>
",UAE,"<p>Everyday: 08:00 AM – 12:00 MN</p>
",600 54 6000,,info@alansari.ae,27399
"Central Mall, Bur Dubai",25.25851075332106,55.298204122601696,https://alansariexchange.com/wp-content/themes/alansari/assets/images/active.png,"<p>Shop No. G 13, Central Mall, Khalid Bin Al Waleed Road, Dubai</p>
",UAE,"<p>Monday &#8211; Saturday : 08:00 AM &#8211; 11.30 PM</p>
<p>Sunday : 08:30 AM &#8211; 11.30 PM</p>
<p>&nbsp;</p>
",600 500 6000,,info@alansari.ae,79052
Century Mall Branch,25.290446171977006,55.3463404246971,https://alansariexchange.com/wp-content/themes/alansari/assets/images/active.png,"<p>Ground Floor, opposite to Carrefour, Century Mall,  Al Mamzar, Dubai</p>
",UAE,"<p>Monday – Saturday: 08:30 AM – 12:00 MN, Sunday:  09:00 AM &#8211; 12:00 MN</p>
",600 54 6000,,info@alansari.ae,27400
Circle Mall,25.066134231783025,55.2160486696825,https://alansariexchange.com/wp-content/themes/alansari/assets/images/active.png,"<p><span>Unit No. JV-TCM–RT–G056A, Circle Mall, Jumeirah Village Circle, Dubai</span></p>
",UAE,"<p>Everyday: 09:00 AM &#8211; 12:00 MN</p>
",600 54 6000,,info@alansari.ae,288418
City Centre Al Shindagha Branch,25.263466,55.286544,https://alansariexchange.com/wp-content/themes/alansari/assets/images/active.png,"<p><span>Unit No. TW5, Ground Level, Opposite Mall Entrance, Dubai</span></p>
",UAE,"<p>Everyday: 09:00 AM – 12:00 MN</p>
",600 54 6000,,info@alansari.ae,27456
City Centre Deira Metro Bridge Link Branch,25.252957,55.33096,https://alansariexchange.com/wp-content/themes/alansari/assets/images/active.png,"<p>Unit No. TW30 (DM # BLW01) City Centre Deira, Dubai</p>
",UAE,"<p>Monday – Sunday: 08:30 AM – 12:00 MN</p>
",600 54 6000,,info@alansari.ae,27457
City Centre Me’aisem Branch,25.039863,55.198198,https://alansariexchange.com/wp-content/themes/alansari/assets/images/active.png,"<p>Unit No. G011, Ground Floor, City Centre Me’aisem, Me’aisem 1, Dubai</p>
",UAE,"<p>Monday – Sunday: 08:30 AM – 12:00 MN</p>
",600 54 6000,,info@alansari.ae,27459
City Tower 2 Branch,25.219465386108578,55.279685686982866,https://alansariexchange.com/wp-content/themes/alansari/assets/images/active.png,"<p>Unit No. RT07, City Tower 2, Trade Center 1, Sheikh Zayed Road, Dubai</p>
",UAE,"<p>Monday – Saturday: 08:00 AM &#8211; 11:30 PM, Sunday: 09:00 AM &#8211; 11:30 PM</p>
<p>&nbsp;</p>
<p>&nbsp;</p>
",600 54 6000,,info@alansari.ae,27402
City Walk 2 Branch,25.207813320879307,55.26220491026279,https://alansariexchange.com/wp-content/themes/alansari/assets/images/active.png,"<p>Kiosk No. SA01, City Walk 2, Al Wasel, Dubai</p>
",UAE,"<p>Monday – Saturday: 08:30 AM – 12:00 MN, Sunday: 09:00 AM – 12:00 MN</p>
",600 54 6000,,info@alansari.ae,543831
Deira City Center Metro Station Branch,25.254828300243005,55.32987166389321,https://alansariexchange.com/wp-content/themes/alansari/assets/images/active.png,"<p>Unit No. R40.2/2, Deira City Center Metro Station, Al Ittihad Road, Deira, Dubai</p>
",UAE,"<p>Every day: 08:00 AM – 11:30 PM</p>
",600 54 6000,,info@alansari.ae,521651
Deira City Centre Branch,25.252191,55.331887,https://alansariexchange.com/wp-content/themes/alansari/assets/images/active.png,"<p>Shop G09, Ground Floor, City Centre Deira, Dubai</p>
",UAE,"<p>Monday – Sunday: 08:30 AM – 12:00 MN</p>
",600 54 6000,,info@alansari.ae,27401
Dragon Mart Branch,25.17283,55.420688,https://alansariexchange.com/wp-content/themes/alansari/assets/images/active.png,"<p>Ground Floor, I-Zone Area, Dragon Mart, Dubai</p>
",UAE,"<p>Monday – Sunday: 09:30 AM &#8211; 11:00 PM</p>
",600 54 6000,,info@alansari.ae,27403
Dubai Creek Residence Branch,25.206228812715537,55.343932070138,https://alansariexchange.com/wp-content/themes/alansari/assets/images/active.png,"<p>Unit No. A.003-GFR-14, Dubai Creek Residence North Tower 1, Dubai</p>
",UAE,"<p>Monday – Saturday: 08:00 AM – 11:00 PM, Sunday: 09:00 AM – 11:00 PM</p>
<p>&nbsp;</p>
<p>&nbsp;</p>
",600 54 6000,,info@alansari.ae,488144
Dubai Festival City 2 Branch,25.222807,55.355622,https://alansariexchange.com/wp-content/themes/alansari/assets/images/active.png,"<p>Ground Floor, Main Entrance, Near Ikea, DFC</p>
",UAE,"<p>Monday – Sunday: 08:30 AM – 12:00 MN</p>
",600 54 6000,,info@alansari.ae,27407
Dubai Festival City Branch,25.223766154459913,55.35109134275248,https://alansariexchange.com/wp-content/themes/alansari/assets/images/active.png,"<p>Ground Floor near Marks &amp; Spencer</p>
",UAE,"<p>Saturday –  Friday: 09:00 AM – 12:00 MN</p>
",600 54 6000,,info@alansari.ae,27406
Dubai Hills Mall Branch,25.099965,55.241428,https://alansariexchange.com/wp-content/themes/alansari/assets/images/active.png,"<p>Unit No. DHM-GF-089, Ground Floor,<br />
Dubai Hills Mall, Dubai</p>
",UAE,"<p>Monday &#8211; Sunday : 09:00 AM &#8211; 12:00 MN</p>
",,+971 - 600 54 6000,info@alansari.ae,84403
Dubai International Airport Terminal 1 Branch &#8211; Departures Area,25.248615,55.353959,https://alansariexchange.com/wp-content/themes/alansari/assets/images/active.png,"<p>Unit No: Kiosk DXB-09-TB1-2001AA (Non-restricted Area)</p>
",UAE,"<p>24 Hours</p>
",600 54 6000,,info@alansari.ae,27404
Dubai Investment Park Shopping Center Branch,24.997946,55.175713,https://alansariexchange.com/wp-content/themes/alansari/assets/images/active.png,"<p>Shop No. 6, Ground Floor, Carrefour Market, Dubai Investment Park 1, Dubai</p>
",UAE,"<p>Everyday: 08:00 AM &#8211; 11:30 PM</p>
",600 54 6000,,info@alansari.ae,27450
Dubai Mall 3 Branch,25.196897,55.278877 ,https://alansariexchange.com/wp-content/themes/alansari/assets/images/active.png,"<p>2nd Floor, near the food-court entrance (Aquarium side)</p>
",UAE,"<p>Monday – Sunday: 09:00 AM – 12:00 MN</p>
",600 54 6000,,info@alansari.ae,27409
Dubai Mall Branch,25.198101,55.279883,https://alansariexchange.com/wp-content/themes/alansari/assets/images/active.png,"<p>Opposite Waitrose Supermarket, Dubai Mall</p>
",UAE,"<p>Monday – Sunday: 09:00 AM – 12:00 MN</p>
",600 54 6000,,info@alansari.ae,27408
Dubai Mall Metrolink Branch,25.198521,55.279616,https://alansariexchange.com/wp-content/themes/alansari/assets/images/active.png,"<p>Unit No. TDM-SF-MLB 005 (Dubai Mall Metrolink)</p>
",UAE,"<p><span>Everyday: 08:00 AM – 12:00 MN</span></p>
",600 54 6000,,info@alansari.ae,27410
Dubai Outlet Mall Branch,25.07260214853053,55.400564569501036,https://alansariexchange.com/wp-content/themes/alansari/assets/images/active.png,"<p>First Floor, Near Puma store, Dubai Outlet Mall, Al Ain Road, DXB</p>
",UAE,"<p>Sunday &#8211; Thursday : 09:30 AM &#8211; 10:00 PM, Friday &#8211; Saturday : 09:30 AM &#8211; 12:00 MN</p>
",600 54 6000,,info@alansari.ae,27412
Dubai Silicon Oasis Branch,25.1175,55.391362,https://alansariexchange.com/wp-content/themes/alansari/assets/images/active.png,"<p>Silicon Gates – 1. naad Hessa, Dubai</p>
",UAE,"<p>Everyday: 08:00 AM &#8211; 11:30 PM</p>
",600 54 6000,,info@alansari.ae,27413
Emirates Cooperative Society &#8211; Hatta Branch,24.816722,56.133039,https://alansariexchange.com/wp-content/themes/alansari/assets/images/active.png,"<p>Ground Floor, Hatta Emirates Coop, UAE</p>
",UAE,"<p>Monday – Saturday: 08:00 AM &#8211; 12:00 MN, Sunday &#8211; 09:00 AM &#8211; 12:00 MN</p>
",600 54 6000,,info@alansari.ae,27414
Emirates Cooperative Society &#8211; Mezhar Branch,25.261533,55.44117,https://alansariexchange.com/wp-content/themes/alansari/assets/images/active.png,"<p>Emirates Coop, Mizhar 2, Dubai</p>
",UAE,"<p>Monday – Saturday: 8:00 AM &#8211; 11:30 PM<br />
Sunday &#8211; 9:00 AM &#8211; 11:00 PM</p>
",600 54 6000,,info@alansari.ae,27415
Emirates Cooprative Society &#8211; Al Twar 3 Branch,25.255188,55.397421,https://alansariexchange.com/wp-content/themes/alansari/assets/images/active.png,"<p>Emirates Coop, Twar3, Al Nahda Road, Dubai</p>
",UAE,"<p>Monday – Saturday: 8:00 AM &#8211; 11:30 PM<br />
Sunday &#8211; 9:00 AM &#8211; 11:00 PM</p>
",600 54 6000,,info@alansari.ae,27443
ENOC JAFZA Branch,24.968082,55.07805,https://alansariexchange.com/wp-content/themes/alansari/assets/images/active.png,"<p>ENOC Petrol Station, Gate No. 5, JAFZA</p>
",UAE,"<p>Monday – Saturday: 09:00 AM &#8211; 06:00 PM, Sunday: Closed</p>
",600 54 6000,,info@alansari.ae,27416
Etisalat Metro Station Branch,25.254864413020933,55.400837540624806,https://alansariexchange.com/wp-content/themes/alansari/assets/images/active.png,"<p>Shop No. R40.2, Etisalat Metro Station, Al Nahda St., Al Qusais 3, Dubai</p>
",UAE,"<p><span>Monday – Saturday: 12:00 PM – 10:00 PM, Sunday: Closed</span></p>
",600 54 6000,,info@alansari.ae,540861
First Avenue Mall Branch,25.046541,55.241214,https://alansariexchange.com/wp-content/themes/alansari/assets/images/active.png,"<p>Shop No. 13, Ground Floor, First Avenue Mall, Motor City, Dubai</p>
",UAE,"<p>Monday – Sunday: 8:00 AM &#8211; 11:30 PM</p>
",600 54 6000,,info@alansari.ae,27451
Fish Roundabout Branch,25.270477,55.315947,https://alansariexchange.com/wp-content/themes/alansari/assets/images/active.png,"<p>Shop Nos. 5 &amp; 6, Fish Roundabout, Deira, Dubai</p>
",UAE,"<p>Everyday: 08:00 AM &#8211; 11:30 PM</p>
",600 54 6000,,info@alansari.ae,27417
Global Village Branch,25.07125284045657,55.30799429274001,https://alansariexchange.com/wp-content/themes/alansari/assets/images/active.png,"<p>Shop no. S2, Global Village, Dubai</p>
",UAE,"<p>Every day: 04:00 PM – 12:00 MN</p>
",600 54 6000,,info@alansari.ae,61073
Gold and Diamond Park Branch,25.126117,55.207754,https://alansariexchange.com/wp-content/themes/alansari/assets/images/active.png,"<p>Sheikh Zayed Road, Dubai</p>
",UAE,"<p>Monday – Saturday: 07:30 AM – 10:30 PM, Sunday &#8211; 10:00 AM &#8211; 10:00 PM</p>
",600 54 6000,,info@alansari.ae,27418
Gold Souq Metro Station Branch,25.27638652950906,55.301519548086866,https://alansariexchange.com/wp-content/themes/alansari/assets/images/active.png,"<p>Unit No. 08, Ground Floor, Building 1, Gold Souq Metro Station, Deira</p>
",UAE,"<p><span>Monday – Thursday: 09:00 AM – 10:00 PM, Friday &#8211; Sunday: 09:00 AM – 11:00 PM</span></p>
",600 54 6000,,info@alansari.ae,447746
Hamarain Centre Branch,25.26663,55.329834,https://alansariexchange.com/wp-content/themes/alansari/assets/images/active.png,"<p>Hamarain Centre, Deira, Dubai</p>
",UAE,"<p>Monday – Saturday: 8:00 AM &#8211; 11:00 PM<br />
Sunday &#8211; 9:00 AM &#8211; 11:00 PM</p>
",600 54 6000,,info@alansari.ae,27419
Hor Al Anz 2 Branch,25.276947942845837,55.33765206632416,https://alansariexchange.com/wp-content/themes/alansari/assets/images/active.png,"<p>Shop Nos. 1, 2 &amp; 3, Al Safiyah Building, 30B Street – Hor Al Anz, Deira, Dubai</p>
",UAE,"<p>Monday – Saturday: 08:00 AM &#8211; 11:30 PM,<br />
Sunday &#8211; 09:00 AM &#8211; 11:30 PM</p>
",600 54 6000,,info@alansari.ae,223108
Hor Al Anz Branch,25.274964,55.329462,https://alansariexchange.com/wp-content/themes/alansari/assets/images/active.png,"<p>Abu Baker Siddique Road, Near Muteena St. Signal, Hor Al Anz, Deira, Dubai</p>
",UAE,"<p>Monday – Saturday: 8:00 AM &#8211; 11:30 PM<br />
Sunday &#8211; 9:00 AM &#8211; 11:30 PM</p>
",600 54 6000,,info@alansari.ae,27420
IBN Batutta Mall Branch &#8211; China Court,25.04789400306159,55.12208322993655,https://alansariexchange.com/wp-content/themes/alansari/assets/images/active.png,"<p>IBN Batutta Mall, China Court</p>
",UAE,"<p>Monday – Sunday: 09:00 AM – 12:00 MN</p>
<p>&nbsp;</p>
",600 54 6000,,info@alansari.ae,27421
IBN Batutta Mall Branch &#8211; Tunisia Court,25.046171,55.122401,https://alansariexchange.com/wp-content/themes/alansari/assets/images/active.png,"<p>IBN Batutta Mall, Tunisia Court (Next to Carrefour)</p>
",UAE,"<p>Monday – Sunday: 09:00 AM – 12:00 MN</p>
",600 54 6000,,info@alansari.ae,27422
IBN Batutta Mall Branch &#8211; Tunisia Court 2,25.04159,55.118353,https://alansariexchange.com/wp-content/themes/alansari/assets/images/active.png,"<p>Unit No. IBS-GF-052, Next to Carrefour, Ibn Battuta Mall, Dubai</p>
",UAE,"<p>Monday – Sunday: 09:00 AM – 12:00 MN</p>
",600 54 6000,,info@alansari.ae,27423
International City Branch,25.168444465661768,55.40936393726836,https://alansariexchange.com/wp-content/themes/alansari/assets/images/active.png,"<p>Shop No. 1, C.B.D 29, Plot No. 547, Al &#8211; 1st street, Dubai</p>
",UAE,"<p>Everyday: 08:00 AM &#8211; 11:30 PM</p>
",600 54 6000,,info@alansari.ae,43635
"I Rise Tower Barsha Heights Branch, Dubai",25.097042589440136,55.18075251579356,https://alansariexchange.com/wp-content/themes/alansari/assets/images/active.png,"<p>Shop No. G17, Ground Floor, I Rise<br />
Tower, Hessa Street, Barsha Heights, Dubai</p>
",UAE,"<p>Monday &#8211; Saturday: 8:00 AM – 12:00 AM<br />
Sunday: 9:00 AM – 12:00 AM</p>
",,+971 - 600 54 6000,info@alansari.ae,145293
J3 Mall Branch,25.147156,55.210579,https://alansariexchange.com/wp-content/themes/alansari/assets/images/active.png,"<p>Unit No. 14, Ground Floor, J3 Mall, Khamis Abdulla Saeed Bin Subaih, Al Manara, Dubai, UAE</p>
",UAE,"<p>Monday – Saturday: 8:00 AM &#8211; 10:00 PM<br />
Sunday &#8211; 9:00 AM &#8211; 10:00 PM</p>
",600 54 6000,,info@alansari.ae,27424
Jabel Ali Industrial Area Al Kabayel Branch,25.0061692,55.1031712,https://alansariexchange.com/wp-content/themes/alansari/assets/images/active.png,"<p>Shop No. 1, 17 &amp; 18 CIG Central Mall, Al Kabayel, Jebel Ali Industrial Area, Dubai</p>
",UAE,"<p>Monday – Saturday: 8:00 AM &#8211; 10:30 PM<br />
Sunday &#8211; 8:30 AM &#8211; 10:30 PM</p>
",600 54 6000,,info@alansari.ae,49893
Jumaira Plaza Shopping Mall Branch,25.22961651383753,55.262388891063914,https://alansariexchange.com/wp-content/themes/alansari/assets/images/active.png,"<p>Unit No. JP04, Jumaira Plaza Shopping Mall, Jumeirah Beach Road, Jumeirah 1, Dubai</p>
",UAE,"<p>Monday &#8211; Saturday: 08:30 AM – 11:00 PM, Sunday: 09:00 AM – 10:30 PM</p>
",600 54 6000,,info@alansari.ae,597150
Jumeirah Beach Residence,25.081477152342444,55.13971702385959,https://alansariexchange.com/wp-content/themes/alansari/assets/images/active.png,"<p>Jumeirah Beach Residence, Dubai</p>
",UAE,"<p>Everyday: 08:00 AM &#8211; 11:00 PM</p>
<p>&nbsp;</p>
",600 54 6000,,info@alansari.ae,49920
Jumeirah Lake Towers C F Jlt Branch,25.077296,55.155061,https://alansariexchange.com/wp-content/themes/alansari/assets/images/active.png,"<p>JLT, Red Diamond Building, Beside Carrefour Market</p>
",UAE,"<p>Monday – Saturday: 8:00 AM &#8211; 12:00 MN<br />
Sunday -9:00 AM &#8211; 12:00 MN</p>
",600 54 6000,,info@alansari.ae,27427
Karama 2 Branch,25.245642055347556,55.30287954056737,https://alansariexchange.com/wp-content/themes/alansari/assets/images/active.png,"<p>Shop No S02 &amp; S03, Mohamed Al Falasi Building, Kuwait Street, Karama, Dubai</p>
",UAE,"<p>Monday – Saturday: 08:00 AM – 11:00 PM<br />
Sunday: 9:00 AM &#8211; 11:00 PM</p>
<p>&nbsp;</p>
",600546000,,info@alansari.ae,52723
Lulu Hypermarket &#8211; Al Barsha Branch,25.11706,55.207854,https://alansariexchange.com/wp-content/themes/alansari/assets/images/active.png,"<p>Lulu Hypermarket, Al Barsha, Dubai</p>
",UAE,"<p>Monday – Sunday: 08:00 AM – 12:00 MN</p>
",600 54 6000,,info@alansari.ae,27429
Lulu Hypermarket &#8211; Al Qusais Branch,25.278947,55.36236,https://alansariexchange.com/wp-content/themes/alansari/assets/images/active.png,"<p>Lulu Hypermarket, Al Qusais, Dubai</p>
",UAE,"<p>Monday – Sunday: 08:30 AM – 12:00 MN</p>
",600 54 6000,,info@alansari.ae,27430
Lulu Hypermarket Karama Branch,25.238484448647664,55.29949726356327,https://alansariexchange.com/wp-content/themes/alansari/assets/images/active.png,"<p>Shop No. 5, Ground Floor, Lulu Hypermarket Karama, Sheikh Rashid Road, Al Karama, Dubai</p>
",UAE,"<p>Every day: 08:00 AM- 11:30 PM</p>
",600 54 6000,,info@alansari.ae,548796
Lulu Village Branch,25.280939,55.411229,https://alansariexchange.com/wp-content/themes/alansari/assets/images/active.png,"<p>Lulu Village, near 42nd St, Muhaishah 4, DXB</p>
",UAE,"<p>Everyday: 08:00 AM &#8211; 11:30 PM</p>
",600 54 6000,,info@alansari.ae,27431
Madina Mall Branch,25.282404,55.398259,https://alansariexchange.com/wp-content/themes/alansari/assets/images/active.png,"<p>Beirut Street, Madina Mall, First Floor, Beside Carrefour.</p>
",UAE,"<p>Monday – Sunday: 09:00 AM – 12:00 MN</p>
",600 54 6000,,info@alansari.ae,27432
Mall of the Emirates 1 Branch,25.117856,55.200312,https://alansariexchange.com/wp-content/themes/alansari/assets/images/active.png,"<p>Ground floor, Mall of the Emirates, Dubai</p>
",UAE,"<p>Monday – Sunday: 09:00 AM – 12:00 MN</p>
",600 54 6000,,info@alansari.ae,27433
Mall of the Emirates 3 Branch,25.118120876480475,55.200582554270625,https://alansariexchange.com/wp-content/themes/alansari/assets/images/active.png,"<p>Ground Floor, Entrance 4, Mall of The Emirates, Al Barsha 1, Dubai</p>
",UAE,"<p>Every Day: 09:00 AM – 12:00 MN</p>
",600 54 6000,,info@alansari.ae,588210
Mall of the Emirates – Metro Link,25.119549398946425,55.20083424976612,https://alansariexchange.com/wp-content/themes/alansari/assets/images/active.png,"<p>Unit No. F11J, Level 1, Mall of the Emirates, Metro Link, Sheikh Zayed Road, Al Barsha 1, Dubai</p>
",UAE,"<p>Every Day: 09:00 AM &#8211; 12:00 MN</p>
",600 54 6000,,info@alansari.ae,290494
Marina Mall Branch,25.076372,55.140795,https://alansariexchange.com/wp-content/themes/alansari/assets/images/active.png,"<p>GF K11, Ground Level, Behind Starbucks, Dubai Marina Mall</p>
",UAE,"<p>Sunday &#8211; Wednesday : 08:00 AM &#8211; 11:00 PM, Thursday &#8211; Saturday : 08:00 AM &#8211; 12:00 MN</p>
",600 54 6000,,info@alansari.ae,27411
Marina Walk Branch,25.085195026629687,55.14832330809626,https://alansariexchange.com/wp-content/themes/alansari/assets/images/active.png,"<p>Ground Floor, Near to the Water Fountain, Next to the Exit in Dubai Marina Walk</p>
",UAE,"<p>Saturday &#8211; Wednesday : 08:00 AM &#8211; 11:00 PM, Thursday &#8211; Friday : 08:00 AM &#8211; 12:00 MN</p>
",600 54 6000,,info@alansari.ae,27435
Mercato Mall Branch,25.21665528465928,55.25298583525115,https://alansariexchange.com/wp-content/themes/alansari/assets/images/active.png,"<p>Shop No: 27A, Ground Floor</p>
<p>Mercato Shopping Mall</p>
<p>Jumeirah Beach Road</p>
<p>Jumeirah 1, Dubai</p>
",UAE,"<p>Monday – Saturday: 8:00 AM -11:00 PM<br />
Sunday &#8211; 10:00 AM &#8211; 11:00 PM</p>
<p>&nbsp;</p>
",600 54 6000,,info@alansari.ae,54880
Mirdif City Center Branch,25.218409,55.406647,https://alansariexchange.com/wp-content/themes/alansari/assets/images/active.png,"<p>North Entrance, Ground Floor, Mirdif City Center, Mirdif, Dubai</p>
",UAE,"<p>Monday – Sunday: 9:00 AM &#8211; 12:00 MN</p>
",600 54 6000,,info@alansari.ae,27436
Murar Branch,25.278626,55.311049,https://alansariexchange.com/wp-content/themes/alansari/assets/images/active.png,"<p>Omar Bin Al Khattab Street, near Murar Jadeed Bus Station, Murar, Deira, Dubai</p>
",UAE,"<p>Everyday: 08:00 AM &#8211; 11:00 PM</p>
",600 54 6000,,info@alansari.ae,27437
