address,description,store,thumb,id,distance,address2,city,state,zip,country,lat,lng,phone,fax,email,hours,url
Al Falah E,"
<p><strong>Convenience</strong></p>
",SPAR AL FALAH E,,921,6481.2,,Abu Dhabi,,,United Arab Emirates,24.43496,54.73305,(02) 584-8156,,customerservice@adcoops.com,"<table role=""presentation"" class=""wpsl-opening-hours""><tr><td>Monday</td><td><time>8:00 AM - 12:00 AM</time></td></tr><tr><td>Tuesday</td><td><time>8:00 AM - 12:00 AM</time></td></tr><tr><td>Wednesday</td><td><time>8:00 AM - 12:00 AM</time></td></tr><tr><td>Thursday</td><td><time>8:00 AM - 12:00 AM</time></td></tr><tr><td>Friday</td><td><time>8:00 AM - 12:00 AM</time></td></tr><tr><td>Saturday</td><td><time>8:00 AM - 12:00 AM</time></td></tr><tr><td>Sunday</td><td><time>8:00 AM - 12:00 AM</time></td></tr></table>",https://abudhabicoop.com/
Al Falah B,"
<p>  <strong>Convenience</strong> </p>
",SPAR AL FALAH B,,1010,6481.8,,Abu Dhabi,,,United Arab Emirates,24.43184,54.74066,(02) 555-2828,,customerservice@adcoops.com,"<table role=""presentation"" class=""wpsl-opening-hours""><tr><td>Monday</td><td><time>8:00 AM - 12:00 AM</time></td></tr><tr><td>Tuesday</td><td><time>8:00 AM - 12:00 AM</time></td></tr><tr><td>Wednesday</td><td><time>8:00 AM - 12:00 AM</time></td></tr><tr><td>Thursday</td><td><time>8:00 AM - 12:00 AM</time></td></tr><tr><td>Friday</td><td><time>8:00 AM - 12:00 AM</time></td></tr><tr><td>Saturday</td><td><time>8:00 AM - 12:00 AM</time></td></tr><tr><td>Sunday</td><td><time>8:00 AM - 12:00 AM</time></td></tr></table>",https://abudhabicoop.com/
Al Falah D,"
<p>  <strong>Convenience</strong> </p>
",SPAR AL FALAH D,,1014,6481.9,,Abu Dhabi,,,United Arab Emirates,24.45781,54.73284,(02) 555-2828,,customerservice@adcoops.com,"<table role=""presentation"" class=""wpsl-opening-hours""><tr><td>Monday</td><td><time>8:00 AM - 12:00 AM</time></td></tr><tr><td>Tuesday</td><td><time>8:00 AM - 12:00 AM</time></td></tr><tr><td>Wednesday</td><td><time>8:00 AM - 12:00 AM</time></td></tr><tr><td>Thursday</td><td><time>8:00 AM - 12:00 AM</time></td></tr><tr><td>Friday</td><td><time>8:00 AM - 12:00 AM</time></td></tr><tr><td>Saturday</td><td><time>8:00 AM - 12:00 AM</time></td></tr><tr><td>Sunday</td><td><time>8:00 AM - 12:00 AM</time></td></tr></table>",https://abudhabicoop.com/
Al Falah F,"
<p>  <strong>Convenience</strong> </p>
",SPAR AL FALAH F,,1000,6482.1,,Abu Dhabi,,,United Arab Emirates,24.44352,54.73988,800 232 6677 (800 ADCOOPS),,customerservice@adcoops.com,"<table role=""presentation"" class=""wpsl-opening-hours""><tr><td>Monday</td><td><time>8:00 AM - 12:00 AM</time></td></tr><tr><td>Tuesday</td><td><time>8:00 AM - 12:00 AM</time></td></tr><tr><td>Wednesday</td><td><time>8:00 AM - 12:00 AM</time></td></tr><tr><td>Thursday</td><td><time>8:00 AM - 12:00 AM</time></td></tr><tr><td>Friday</td><td><time>8:00 AM - 12:00 AM</time></td></tr><tr><td>Saturday</td><td><time>8:00 AM - 12:00 AM</time></td></tr><tr><td>Sunday</td><td><time>8:00 AM - 12:00 AM</time></td></tr></table>",https://abudhabicoop.com/
Al Falah C,"
<p>  <strong>Convenience</strong> </p>
",SPAR AL FALAH C,,1012,6482.5,,Abu Dhabi,,,United Arab Emirates,24.45241,54.74068,(02) 555-2828,,customerservice@adcoops.com,"<table role=""presentation"" class=""wpsl-opening-hours""><tr><td>Monday</td><td><time>8:00 AM - 12:00 AM</time></td></tr><tr><td>Tuesday</td><td><time>8:00 AM - 12:00 AM</time></td></tr><tr><td>Wednesday</td><td><time>8:00 AM - 12:00 AM</time></td></tr><tr><td>Thursday</td><td><time>8:00 AM - 12:00 AM</time></td></tr><tr><td>Friday</td><td><time>8:00 AM - 12:00 AM</time></td></tr><tr><td>Saturday</td><td><time>8:00 AM - 12:00 AM</time></td></tr><tr><td>Sunday</td><td><time>8:00 AM - 12:00 AM</time></td></tr></table>",https://abudhabicoop.com/
Glitz,"
<p> <strong>Supermarket</strong> </p>
",SPAR GLITZ,,923,6550.1,,Abu Dhabi,,,United Arab Emirates,25.042001,55.248477,04 554 0564,,customerservice@adcoops.com,"<table role=""presentation"" class=""wpsl-opening-hours""><tr><td>Monday</td><td><time>8:00 AM - 12:00 AM</time></td></tr><tr><td>Tuesday</td><td><time>8:00 AM - 12:00 AM</time></td></tr><tr><td>Wednesday</td><td><time>8:00 AM - 12:00 AM</time></td></tr><tr><td>Thursday</td><td><time>8:00 AM - 12:00 AM</time></td></tr><tr><td>Friday</td><td><time>8:00 AM - 12:00 AM</time></td></tr><tr><td>Saturday</td><td><time>8:00 AM - 12:00 AM</time></td></tr><tr><td>Sunday</td><td><time>8:00 AM - 12:00 AM</time></td></tr></table>",https://abudhabicoop.com/
Zakher,"
<p><strong>Hypermarket</strong></p>
",SPAR ZAKHER,,931,6565.7,,Abu Dhabi,,,United Arab Emirates,24.11033,55.70159,03 737 4971,,customerservice@adcoops.com,"<table role=""presentation"" class=""wpsl-opening-hours""><tr><td>Monday</td><td><time>12:00 AM - 12:00 AM</time></td></tr><tr><td>Tuesday</td><td><time>12:00 AM - 12:00 AM</time></td></tr><tr><td>Wednesday</td><td><time>12:00 AM - 12:00 AM</time></td></tr><tr><td>Thursday</td><td><time>12:00 AM - 12:00 AM</time></td></tr><tr><td>Friday</td><td><time>12:00 AM - 12:00 AM</time></td></tr><tr><td>Saturday</td><td><time>12:00 AM - 12:00 AM</time></td></tr><tr><td>Sunday</td><td><time>12:00 AM - 12:00 AM</time></td></tr></table>",https://abudhabicoop.com/
Al Nahda,"
<p><strong>Supermarket</strong></p>
",MEGAMART AL NAHDA,,987,6569.6,,Dubai,,,United Arab Emirates,25.29171,55.3688,04 298 3100,,customerservice@adcoops.com,"<table role=""presentation"" class=""wpsl-opening-hours""><tr><td>Monday</td><td><time>12:00 AM - 12:00 AM</time></td></tr><tr><td>Tuesday</td><td><time>12:00 AM - 12:00 AM</time></td></tr><tr><td>Wednesday</td><td><time>12:00 AM - 12:00 AM</time></td></tr><tr><td>Thursday</td><td><time>12:00 AM - 12:00 AM</time></td></tr><tr><td>Friday</td><td><time>12:00 AM - 12:00 AM</time></td></tr><tr><td>Saturday</td><td><time>12:00 AM - 12:00 AM</time></td></tr><tr><td>Sunday</td><td><time>12:00 AM - 12:00 AM</time></td></tr></table>",https://abudhabicoop.com/
Police Al Ain,"
<p> <strong>Convenience</strong> </p>
",COOP POLICE AL AIN,,980,6570.3,,Al Ain,,,United Arab Emirates,24.195687,55.723031,800 232 6677 (800 ADCOOPS),,customerservice@adcoops.com,"<table role=""presentation"" class=""wpsl-opening-hours""><tr><td>Monday</td><td><time>8:00 AM - 12:00 AM</time></td></tr><tr><td>Tuesday</td><td><time>8:00 AM - 12:00 AM</time></td></tr><tr><td>Wednesday</td><td><time>8:00 AM - 12:00 AM</time></td></tr><tr><td>Thursday</td><td><time>8:00 AM - 12:00 AM</time></td></tr><tr><td>Friday</td><td><time>8:00 AM - 12:00 AM</time></td></tr><tr><td>Saturday</td><td><time>8:00 AM - 12:00 AM</time></td></tr><tr><td>Sunday</td><td><time>8:00 AM - 12:00 AM</time></td></tr></table>",https://abudhabicoop.com/
Jamal,"
<p><strong>Convenience</strong></p>
",MEGAMART JAMAL,,919,6571.6,,Sharjah,,,United Arab Emirates,25.31751,55.38147,06 553 2200,,customerservice@adcoops.com,"<table role=""presentation"" class=""wpsl-opening-hours""><tr><td>Monday</td><td><time>12:00 AM - 12:00 AM</time></td></tr><tr><td>Tuesday</td><td><time>12:00 AM - 12:00 AM</time></td></tr><tr><td>Wednesday</td><td><time>12:00 AM - 12:00 AM</time></td></tr><tr><td>Thursday</td><td><time>12:00 AM - 12:00 AM</time></td></tr><tr><td>Friday</td><td><time>12:00 AM - 12:00 AM</time></td></tr><tr><td>Saturday</td><td><time>12:00 AM - 12:00 AM</time></td></tr><tr><td>Sunday</td><td><time>12:00 AM - 12:00 AM</time></td></tr></table>",https://abudhabicoop.com/
Al Qasimiya,"
<p><strong>Supermarket</strong></p>
",MEGAMART QASSIMIYA,,917,6573.2,,Sharjah,,,United Arab Emirates,25.34228,55.39046,06 575 4455,,customerservice@adcoops.com,"<table role=""presentation"" class=""wpsl-opening-hours""><tr><td>Monday</td><td><time>12:00 AM - 12:00 AM</time></td></tr><tr><td>Tuesday</td><td><time>12:00 AM - 12:00 AM</time></td></tr><tr><td>Wednesday</td><td><time>12:00 AM - 12:00 AM</time></td></tr><tr><td>Thursday</td><td><time>12:00 AM - 12:00 AM</time></td></tr><tr><td>Friday</td><td><time>12:00 AM - 12:00 AM</time></td></tr><tr><td>Saturday</td><td><time>12:00 AM - 12:00 AM</time></td></tr><tr><td>Sunday</td><td><time>12:00 AM - 12:00 AM</time></td></tr></table>",https://abudhabicoop.com/
"Sharjah Megamall, Immigration Road","
<p><strong>Hypermarket</strong></p>
",MEGAMART MEGAMALL,,915,6574.1,,Sharjah,,,United Arab Emirates,25.34531,55.39872,06 574 4481,,customerservice@adcoops.com,"<table role=""presentation"" class=""wpsl-opening-hours""><tr><td>Monday</td><td><time>12:00 AM - 12:00 AM</time></td></tr><tr><td>Tuesday</td><td><time>12:00 AM - 12:00 AM</time></td></tr><tr><td>Wednesday</td><td><time>12:00 AM - 12:00 AM</time></td></tr><tr><td>Thursday</td><td><time>12:00 AM - 12:00 AM</time></td></tr><tr><td>Friday</td><td><time>12:00 AM - 12:00 AM</time></td></tr><tr><td>Saturday</td><td><time>12:00 AM - 12:00 AM</time></td></tr><tr><td>Sunday</td><td><time>12:00 AM - 12:00 AM</time></td></tr></table>",https://abudhabicoop.com/
Al Naeem,"
<p><strong>Hypermarket</strong></p>
",SPAR AL NAEEM,,933,6642.9,,Abu Dhabi,,,United Arab Emirates,25.79162,55.96716,07 226 4206,,customerservice@adcoops.com,"<table role=""presentation"" class=""wpsl-opening-hours""><tr><td>Monday</td><td><time>8:00 AM - 12:00 AM</time></td></tr><tr><td>Tuesday</td><td><time>8:00 AM - 12:00 AM</time></td></tr><tr><td>Wednesday</td><td><time>8:00 AM - 12:00 AM</time></td></tr><tr><td>Thursday</td><td><time>8:00 AM - 12:00 AM</time></td></tr><tr><td>Friday</td><td><time>8:00 AM - 12:00 AM</time></td></tr><tr><td>Saturday</td><td><time>8:00 AM - 12:00 AM</time></td></tr><tr><td>Sunday</td><td><time>8:00 AM - 12:00 AM</time></td></tr></table>",https://abudhabicoop.com/
