items/id,items/branchType/tagArea,items/branchType/id,items/branchType/displayName,items/branchType/icon,items/name,items/building,items/areaId/id,items/cityId/id,items/cityId/displayName,items/emirate/tagArea,items/emirate/id,items/emirate/displayName,items/country/id,items/country/displayName,items/latitude,items/longitude,items/tel,items/email,items/openWholeDay,items/facilities/0/tagArea,items/facilities/0/id,items/facilities/0/displayName,items/facilities/0/icon,items/facilities/1/tagArea,items/facilities/1/id,items/facilities/1/displayName,items/facilities/1/icon,items/facilities/2/tagArea,items/facilities/2/id,items/facilities/2/displayName,items/facilities/2/icon,items/facilities/3/tagArea,items/facilities/3/id,items/facilities/3/displayName,items/facilities/3/icon,items/facilities/4/tagArea,items/facilities/4/id,items/facilities/4/displayName,items/facilities/4/icon,items/openTimes/0/closedTime,items/openTimes/0/openedTime,items/openTimes/0/weekDay,items/openTimes/1/closedTime,items/openTimes/1/openedTime,items/openTimes/1/weekDay,items/openTimes/2/closedTime,items/openTimes/2/openedTime,items/openTimes/2/weekDay,items/openTimes/3/closedTime,items/openTimes/3/openedTime,items/openTimes/3/weekDay,items/openTimes/4/closedTime,items/openTimes/4/openedTime,items/openTimes/4/weekDay,items/openTimes/5/weekDay,items/openTimes/6/weekDay,tags/tagArea,tags/id,tags/displayName,items/street,tags/icon,items/openTimes/5/closedTime,items/openTimes/5/openedTime,items/openTimes/6/closedTime,items/openTimes/6/openedTime
736,Types,121285,ATMs,apartment,RAKBANK ATM - BESIX Construct LLC Al Quoz,BESIX Construct LLC Al Qouz,121283,82758,Dubai,Emirates,82760,Dubai,82762,United Arab Emirates,25.1282897,55.2209246,04 213 0000,contactus@rakbank.ae,true,Facilities,121280,Cash Withdrawal,check_circle,Facilities,121281,Enquiries,check_circle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Al Qouz Industrial Area 3 DXB,,,,,
738,Types,121285,ATMs,apartment,RAKBANK ATM - BESIX Construct LLC Jebel Ali,BESIX Construct LLC Jabel Ali,121283,82758,Dubai,Emirates,82760,Dubai,82762,United Arab Emirates,24.9804061,55.1394548,04 213 0000,contactus@rakbank.ae,true,Facilities,121280,Cash Withdrawal,check_circle,Facilities,121281,Enquiries,check_circle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jabal Ali Industrial,,,,,
734,Types,121285,ATMs,apartment,RAKBANK ATM - BESIX Construct LLC Mafraq,"Ground Floor, BESIX Construct LLC, 1MB camp",121283,82771,Abu Dhabi,Emirates,82772,Abu Dhabi,82762,United Arab Emirates,24.2587516,54.6241137,04 213 0000,contactus@rakbank.ae,true,Facilities,121280,Cash Withdrawal,check_circle,Facilities,121281,Enquiries,check_circle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BESIX Building, Makaani Al Mafraq F2 NO36 Abu Dhabi",,,,,
786,Types,121285,ATMs,apartment,RAKBANK ATM - BESIX Mafraq Al Naseer Camp Abu Dhabi,"Ground Floor, Besix Staff Accommodation Al Nasser Properties-2",121283,82771,Abu Dhabi,Emirates,82772,Abu Dhabi,82762,United Arab Emirates,24.2594466,54.6240963,04 213 0000,contactus@rakbank.ae,true,Facilities,121280,Cash Withdrawal,check_circle,Facilities,121281,Enquiries,check_circle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Makani No: F2C3-5, Mafraq Workers Residential City-2",,,,,
758,Types,121285,ATMs,apartment,"RAKBANK ATM - BIC Contracting LLC, ATM 1 Al Quoz","BIC Contracting LLC, ATM 1 Al Qouz",121283,82758,Dubai,Emirates,82760,Dubai,82762,United Arab Emirates,25.1344251,55.2389941,04 213 0000,contactus@rakbank.ae,true,Facilities,121280,Cash Withdrawal,check_circle,Facilities,121281,Enquiries,check_circle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Al Qouz Ind. Area 3,,,,,
376,Types,121285,ATMs,apartment,RAKBANK ATM - Business Village,"Business Village B, Food Court building,Deira",121283,82758,Dubai,Emirates,82760,Dubai,82762,United Arab Emirates,25.2570056,55.326337,04 213 0000,contactus@rakbank.ae,true,Facilities,121278,Instant Cash Deposit,check_circle,Facilities,121279,Cheque Deposit,check_circle,Facilities,121280,Cash Withdrawal,check_circle,Facilities,121281,Enquiries,check_circle,,,,,,,,,,,,,,,,,,,,,,,,,"Opp. reception desk, near clock round about",,,,,
384,Types,121285,ATMs,apartment,RAKBANK ATM - Choithram Supermarket,Choithram Supermarket,121283,82862,Ajman,Emirates,82863,Ajman,82762,United Arab Emirates,25.4096615,55.4434839,04 213 0000,contactus@rakbank.ae,true,Facilities,121278,Instant Cash Deposit,check_circle,Facilities,121279,Cheque Deposit,check_circle,Facilities,121280,Cash Withdrawal,check_circle,Facilities,121281,Enquiries,check_circle,,,,,,,,,,,,,,,,,,,,,,,,,center,,,,,
417,Types,121285,ATMs,apartment,RAKBANK ATM - Choithram Supermarket - DSO,"Choithram Supermarket, located next to entrance",121283,82758,Dubai,Emirates,82760,Dubai,82762,United Arab Emirates,25.116769,55.38958,04 213 0000,contactus@rakbank.ae,true,Facilities,121278,Instant Cash Deposit,check_circle,Facilities,121279,Cheque Deposit,check_circle,Facilities,121280,Cash Withdrawal,check_circle,Facilities,121281,Enquiries,check_circle,,,,,,,,,,,,,,,,,,,,,,,,,"Dubai Silicon Oasis, Sheikh Mohd Bin Zayed Rd",,,,,
125,Types,121285,ATMs,apartment,RAKBANK ATM - Citimart Supermarket,Citimart Supermarket entrance,121283,82758,Dubai,Emirates,82760,Dubai,82762,United Arab Emirates,25.2568565,55.2918291,04 213 0000,contactus@rakbank.ae,true,Facilities,121278,Instant Cash Deposit,check_circle,Facilities,121279,Cheque Deposit,check_circle,Facilities,121280,Cash Withdrawal,check_circle,Facilities,121281,Enquiries,check_circle,,,,,,,,,,,,,,,,,,,,,,,,,Al Rolla Rd,,,,,
503,Types,121285,ATMs,apartment,RAKBANK ATM - City Center Me'aisem,Dubai,121283,82758,Dubai,Emirates,82760,Dubai,82762,United Arab Emirates,25.0401875,55.1980625,04 213 0000,contactus@rakbank.ae,true,Facilities,121280,Cash Withdrawal,check_circle,Facilities,121281,Enquiries,check_circle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
692,Types,121285,ATMs,apartment,RAKBANK ATM - City Exchange Al Nahda Dubai,City Exchange Al Nahda Dubai,121283,82758,Dubai,Emirates,82760,Dubai,82762,United Arab Emirates,25.2968466,55.3831503,04 213 0000,contactus@rakbank.ae,true,Facilities,121280,Cash Withdrawal,check_circle,Facilities,121281,Enquiries,check_circle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Al Nahda 2 Dubai,,,,,
674,Types,121285,ATMs,apartment,RAKBANK ATM - City Exchange Jebel Ali,City Exchange Jabel Ali,121283,82758,Dubai,Emirates,82760,Dubai,82762,United Arab Emirates,25.0067207,55.1061218,04 213 0000,contactus@rakbank.ae,true,Facilities,121280,Cash Withdrawal,check_circle,Facilities,121281,Enquiries,check_circle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jabel Ali Ind. Area 1,,,,,
623,Types,121285,ATMs,apartment,RAKBANK ATM - City Exchange Main City Ajman,City Exchange Main City,121283,82862,Ajman,Emirates,82863,Ajman,82762,United Arab Emirates,25.4100625,55.4442955,04 213 0000,contactus@rakbank.ae,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
760,Types,121285,ATMs,apartment,RAKBANK ATM - City Exchange Nakheel RAK,City Exchange Nakheel RAK,121283,82775,Ras Al Khaimah,Emirates,82776,Ras Al Khaimah,82762,United Arab Emirates,25.7944844,55.9730802,04 213 0000,contactus@rakbank.ae,true,Facilities,121280,Cash Withdrawal,check_circle,Facilities,121281,Enquiries,check_circle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nakheel RAK,,,,,
624,Types,121285,ATMs,apartment,"RAKBANK ATM - City Exchange, Ajman Indus Area 2",Amman Street,121283,82862,Ajman,Emirates,82863,Ajman,82762,United Arab Emirates,25.3837957,55.4697965,04 213 0000,contactus@rakbank.ae,true,Facilities,121280,Cash Withdrawal,check_circle,Facilities,121281,Enquiries,check_circle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
627,Types,121285,ATMs,apartment,"RAKBANK ATM - City Exchange, Burdubai","776R+R8Q - Ahmed Abdullah Al Moosa Building,Al Fahidi Street",121283,82758,Dubai,Emirates,82760,Dubai,82762,United Arab Emirates,25.2620885,55.2908666,04 213 0000,contactus@rakbank.ae,true,Facilities,121280,Cash Withdrawal,check_circle,Facilities,121281,Enquiries,check_circle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Near Al Raffa Police Station - Dubai,,,,,
625,Types,121285,ATMs,apartment,"RAKBANK ATM - City Exchange, Rolla Sharjah","City Exchange, Rolla Sharjah",121283,82765,Sharjah,Emirates,82766,Sharjah,82762,United Arab Emirates,25.3563636,55.389524,04 213 0000,contactus@rakbank.ae,true,Facilities,121280,Cash Withdrawal,check_circle,Facilities,121281,Enquiries,check_circle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
622,Types,121285,ATMs,apartment,"RAKBANK ATM - City Exchange, Shabia Musaffah","City Exchange Mussaffah, Shop No 2, Bulding No. 4154",121283,82771,Abu Dhabi,Emirates,82772,Abu Dhabi,82762,United Arab Emirates,24.3365394,54.5298985,04 213 0000,contactus@rakbank.ae,true,Facilities,121280,Cash Withdrawal,check_circle,Facilities,121281,Enquiries,check_circle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Shabia 10, Mussaffah Abu Dhabi",,,,,
626,Types,121285,ATMs,apartment,"RAKBANK ATM - City Exchange, Shj Indus Area 3","76 Third Industrial Street, Sharjah",121283,82765,Sharjah,Emirates,82766,Sharjah,82762,United Arab Emirates,25.3076087,55.4192445,04 213 0000,contactus@rakbank.ae,true,Facilities,121280,Cash Withdrawal,check_circle,Facilities,121281,Enquiries,check_circle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
745,Types,121285,ATMs,apartment,RAKBANK ATM - Combined Group Contracting Co Al Ain,"Ground Floor, Combined Group Contracting,",121283,82771,Abu Dhabi,Emirates,82772,Abu Dhabi,82762,United Arab Emirates,24.0959152,55.6986528,04 213 0000,contactus@rakbank.ae,true,Facilities,121280,Cash Withdrawal,check_circle,Facilities,121281,Enquiries,check_circle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Labor Accommodation, Al Ain Truck Road",,,,,
788,Types,121285,ATMs,apartment,RAKBANK ATM - DAQ MANAGEMENT Muwallah N.P Sharjah,DAQ MANAGEMENT Muwallah N.P Sharjah,121283,82765,Sharjah,Emirates,82766,Sharjah,82762,United Arab Emirates,25.3053525,55.4439483,04 213 0000,contactus@rakbank.ae,true,Facilities,121280,Cash Withdrawal,check_circle,Facilities,121281,Enquiries,check_circle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DAQ Muwallah N.P Sharjah,,,,,
754,Types,121285,ATMs,apartment,RAKBANK ATM - Darwish Engineering Emirates - Wall Street EH,Darwish Engineering Emirastes - Wall Street EH,121283,82862,Ajman,Emirates,82863,Ajman,82762,United Arab Emirates,25.3880387,55.4704949,04 213 0000,contactus@rakbank.ae,true,Facilities,121280,Cash Withdrawal,check_circle,Facilities,121281,Enquiries,check_circle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ajman Industrial Area 1 Ajman,,,,,
741,Types,121285,ATMs,apartment,"RAKBANK ATM - DBB Contracting LLC, Dutco Complex DUBAI","DBB Contracting LLC, Ducto Complex DXB",121283,82758,Dubai,Emirates,82760,Dubai,82762,United Arab Emirates,24.9944901,55.1057974,04 213 0000,contactus@rakbank.ae,true,Facilities,121280,Cash Withdrawal,check_circle,Facilities,121281,Enquiries,check_circle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jabel Ali Ind. Area 1,,,,,
711,Types,121285,ATMs,apartment,RAKBANK ATM - DCC Dubai Contracting Company PSC Jebel Ali DUBAI 1,DCC {Dubai Contracting Company PSC Jabel Ali DXB 1,121283,82758,Dubai,Emirates,82760,Dubai,82762,United Arab Emirates,25.0064627,55.1350702,04 213 0000,contactus@rakbank.ae,true,Facilities,121280,Cash Withdrawal,check_circle,Facilities,121281,Enquiries,check_circle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jabel Ali Ind. Area 1,,,,,
394,Types,121285,ATMs,apartment,RAKBANK ATM - Deer Fields,Abu Dhabi,121283,82771,Abu Dhabi,Emirates,82772,Abu Dhabi,82762,United Arab Emirates,24.5235625,54.6709375,04 213 0000,contactus@rakbank.ae,true,Facilities,121278,Instant Cash Deposit,check_circle,Facilities,121279,Cheque Deposit,check_circle,Facilities,121280,Cash Withdrawal,check_circle,Facilities,121281,Enquiries,check_circle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,Types,121285,ATMs,apartment,RAKBANK ATM - Deira City Center,Deira City Center,121283,82758,Dubai,Emirates,82760,Dubai,82762,United Arab Emirates,25.252483,55.331649,04 213 0000,contactus@rakbank.ae,true,Facilities,121278,Instant Cash Deposit,check_circle,Facilities,121279,Cheque Deposit,check_circle,Facilities,121280,Cash Withdrawal,check_circle,Facilities,121281,Enquiries,check_circle,,,,,,,,,,,,,,,,,,,,,,,,,Deira,,,,,
647,Types,121285,ATMs,apartment,RAKBANK ATM - Delma Exchange Abu Dhabi,Delma Exchange,121283,82771,Abu Dhabi,Emirates,82772,Abu Dhabi,82762,United Arab Emirates,24.287552342964023,54.584310655666286,04 213 0000,contactus@rakbank.ae,true,Facilities,121280,Cash Withdrawal,check_circle,Facilities,121281,Enquiries,check_circle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Al Mafraq Warehouse,,,,,
666,Types,121285,ATMs,apartment,RAKBANK ATM - Deniba Int’l Exchange RAK,"Deniba Int'l Exchange Nakheel Ras Al Khaimah, Emirates Building, near by",121283,82775,Ras Al Khaimah,Emirates,82776,Ras Al Khaimah,82762,United Arab Emirates,25.7922961,55.9714286,04 213 0000,contactus@rakbank.ae,true,Facilities,121280,Cash Withdrawal,check_circle,Facilities,121281,Enquiries,check_circle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RAK BAN,,,,,
708,Types,121285,ATMs,apartment,RAKBANK ATM - Depa Interiors LLC Dubai,Depa Interiors LLC DXB 1,121283,82758,Dubai,Emirates,82760,Dubai,82762,United Arab Emirates,24.9767402,55.1579919,04 213 0000,contactus@rakbank.ae,true,Facilities,121280,Cash Withdrawal,check_circle,Facilities,121281,Enquiries,check_circle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dubai Investment Park 1,,,,,
862,Types,121285,ATMs,apartment,"RAKBANK ATM - DNI Building, Sheikh Zayed Road","DNI Building, Sheikh Zayed Road",121283,82758,Dubai,Emirates,82760,Dubai,82762,United Arab Emirates,25.2012068,55.2672616,04 213 0000,contactus@rakbank.ae,true,Facilities,121278,Instant Cash Deposit,check_circle,Facilities,121279,Cheque Deposit,check_circle,Facilities,121280,Cash Withdrawal,check_circle,Facilities,121281,Enquiries,check_circle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
415,Types,121285,ATMs,apartment,RAKBANK ATM - Dragon Mart 1 Offsite,"Next To The Al Aqsour Travels, EAI02 section",121283,82758,Dubai,Emirates,82760,Dubai,82762,United Arab Emirates,25.1742848,55.4138959,04 213 0000,contactus@rakbank.ae,true,Facilities,121280,Cash Withdrawal,check_circle,Facilities,121281,Enquiries,check_circle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dragon Mart International City,,,,,
526,Types,121285,ATMs,apartment,"RAKBANK ATM - Dubai Airport, Terminal 1 - Concourse D","Dubai Airport, Terminal 1 - Concourse D",121283,82758,Dubai,Emirates,82760,Dubai,82762,United Arab Emirates,25.262655,55.34257,04 213 0000,contactus@rakbank.ae,true,Facilities,121280,Cash Withdrawal,check_circle,Facilities,121281,Enquiries,check_circle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Garhoud,,,,,
848,Types,121285,ATMs,apartment,RAKBANK ATM - Dubai Hills Mall,Dubai Hills Mall,121283,82758,Dubai,Emirates,82760,Dubai,82762,United Arab Emirates,25.101782,55.239962,04 213 0000,contactus@rakbank.ae,true,Facilities,121280,Cash Withdrawal,check_circle,Facilities,121281,Enquiries,check_circle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dubai Hills,,,,,
84,Types,121285,ATMs,apartment,RAKBANK ATM - Dubai Mall,"Dubai Mall, ATM located on level 2, near Kidzania",121283,82758,Dubai,Emirates,82760,Dubai,82762,United Arab Emirates,25.195695,55.280211,04 213 0000,contactus@rakbank.ae,true,Facilities,121278,Instant Cash Deposit,check_circle,Facilities,121279,Cheque Deposit,check_circle,Facilities,121280,Cash Withdrawal,check_circle,Facilities,121281,Enquiries,check_circle,,,,,,,,,,,,,,,,,,,,,,,,,"Sheikh Zayed Rd, Downtown Dubai",,,,,
707,Types,121285,ATMs,apartment,RAKBANK ATM - Dulsco LLC Al Hayl Fujairah,"Ground Floor,Dulsco LLC Building, Labour Accommodation",121283,82910,Fujairah,Emirates,82911,Fujairah,82762,United Arab Emirates,25.171593,56.3547501,04 213 0000,contactus@rakbank.ae,true,Facilities,121280,Cash Withdrawal,check_circle,Facilities,121281,Enquiries,check_circle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,", Al Hayl Industrial Area Fujairah Near Al Hayl Police Station",,,,,
704,Types,121285,ATMs,apartment,RAKBANK ATM - Dulsco LLC Al Quoz DXB 1,Dulsco LLC Al Qouz DXB 1,121283,82758,Dubai,Emirates,82760,Dubai,82762,United Arab Emirates,25.1237675,55.2328613,04 213 0000,contactus@rakbank.ae,true,Facilities,121280,Cash Withdrawal,check_circle,Facilities,121281,Enquiries,check_circle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Industrial Area 4 Al Qouz,,,,,
705,Types,121285,ATMs,apartment,RAKBANK ATM - Dulsco LLC Dubai Investment Park DXB 2,Dulsco LLC Dubai Investment Park DXB 2,121283,82758,Dubai,Emirates,82760,Dubai,82762,United Arab Emirates,24.9841652,55.1963156,04 213 0000,contactus@rakbank.ae,true,Facilities,121280,Cash Withdrawal,check_circle,Facilities,121281,Enquiries,check_circle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dubai Investment Park,,,,,
706,Types,121285,ATMs,apartment,RAKBANK ATM - Dulsco LLC Muhaisnah (Sonapur) DXB 3,7 10 A Street,121283,82758,Dubai,Emirates,82760,Dubai,82762,United Arab Emirates,25.26700298148892,55.33224475971099,04 213 0000,contactus@rakbank.ae,true,Facilities,121280,Cash Withdrawal,check_circle,Facilities,121281,Enquiries,check_circle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
651,Types,121285,ATMs,apartment,RAKBANK ATM - ECC Al Quoz,"ECC Al Qouz Camp No 09, Al Qouz Industrial Area 2, near Al Khail RD",121283,82758,Dubai,Emirates,82760,Dubai,82762,United Arab Emirates,25.1221289,55.2449163,04 213 0000,contactus@rakbank.ae,true,Facilities,121280,Cash Withdrawal,check_circle,Facilities,121281,Enquiries,check_circle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"26th, ST. near Marabea ST",,,,,
650,Types,121285,ATMs,apartment,RAKBANK ATM - ECC Jabel Ali Dubai,ECC Jabel Ali DXB,121283,82758,Dubai,Emirates,82760,Dubai,82762,United Arab Emirates,25.0067801,55.1021225,04 213 0000,contactus@rakbank.ae,true,Facilities,121280,Cash Withdrawal,check_circle,Facilities,121281,Enquiries,check_circle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jabel Ali Ind. Area 1,,,,,
652,Types,121285,ATMs,apartment,RAKBANK ATM - ECC Sharjah,Industrial Area,121283,82765,Sharjah,Emirates,82766,Sharjah,82762,United Arab Emirates,25.301777,55.4159413,04 213 0000,contactus@rakbank.ae,true,Facilities,121280,Cash Withdrawal,check_circle,Facilities,121281,Enquiries,check_circle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
541,Types,121285,ATMs,apartment,RAKBANK ATM - Emirates India International Exchange,"6 24a Street, Emirates India International Exchange Dubai",121283,82758,Dubai,Emirates,82760,Dubai,82762,United Arab Emirates,25.234122,55.2779383,04 213 0000,contactus@rakbank.ae,true,Facilities,121278,Instant Cash Deposit,check_circle,Facilities,121279,Cheque Deposit,check_circle,Facilities,121280,Cash Withdrawal,check_circle,Facilities,121281,Enquiries,check_circle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
581,Types,121285,ATMs,apartment,RAKBANK ATM - Emirates India International Exchange - Karama,Emirates India International Exchange - Karama,121283,82758,Dubai,Emirates,82760,Dubai,82762,United Arab Emirates,25.245211,55.30033,04 213 0000,contactus@rakbank.ae,true,Facilities,121278,Instant Cash Deposit,check_circle,Facilities,121279,Cheque Deposit,check_circle,Facilities,121280,Cash Withdrawal,check_circle,Facilities,121281,Enquiries,check_circle,,,,,,,,,,,,,,,,,,,,,,,,,Karama,,,,,
694,Types,121285,ATMs,apartment,RAKBANK ATM - Emirates India International Exchange J Ali,Emirates India International Exchange J Ali,121283,82758,Dubai,Emirates,82760,Dubai,82762,United Arab Emirates,25.009844,55.1102191,04 213 0000,contactus@rakbank.ae,true,Facilities,121280,Cash Withdrawal,check_circle,Facilities,121281,Enquiries,check_circle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jabel Ali Ind. Area 1,,,,,
695,Types,121285,ATMs,apartment,RAKBANK ATM - Emirates India International Exchange Khorfakkan,Emirates India International Exchange Khorfakkan,121283,82765,Sharjah,Emirates,82766,Sharjah,82762,United Arab Emirates,25.3483509,56.3466122,04 213 0000,contactus@rakbank.ae,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Khorfakkan Sharjah,,,,,
746,Types,121285,ATMs,apartment,RAKBANK ATM - Emirates India Intl Exchange Sajaa Sharjah,Emirates India Int'l Echange Sajaa Sharjah,121283,82765,Sharjah,Emirates,82766,Sharjah,82762,United Arab Emirates,25.3017071,55.6303422,04 213 0000,contactus@rakbank.ae,true,Facilities,121280,Cash Withdrawal,check_circle,Facilities,121281,Enquiries,check_circle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Industrial Area Sajaa SHJ,,,,,
831,Types,121285,ATMs,apartment,RAKBANK ATM - Empire Heights Business Bay,Empire Heights Business Bay,121283,82758,Dubai,Emirates,82760,Dubai,82762,United Arab Emirates,25.192316,55.285078,04 213 0000,contactus@rakbank.ae,true,Facilities,121278,Instant Cash Deposit,check_circle,Facilities,121279,Cheque Deposit,check_circle,Facilities,121280,Cash Withdrawal,check_circle,Facilities,121281,Enquiries,check_circle,,,,,,,,,,,,,,,,,,,,,,,,,Business Bay,,,,,
543,Types,121285,ATMs,apartment,RAKBANK ATM - Express KP Mart - Bur Dubai,Express KP Mart - Bur Dubai,121283,82758,Dubai,Emirates,82760,Dubai,82762,United Arab Emirates,25.261146,55.299731,04 213 0000,contactus@rakbank.ae,true,Facilities,121278,Instant Cash Deposit,check_circle,Facilities,121279,Cheque Deposit,check_circle,Facilities,121280,Cash Withdrawal,check_circle,Facilities,121281,Enquiries,check_circle,,,,,,,,,,,,,,,,,,,,,,,,,Bur Dubai,,,,,
535,Types,121285,ATMs,apartment,RAKBANK ATM - Families General Trading,"7 15th Street,Al Sabkha",121283,82758,Dubai,Emirates,82760,Dubai,82762,United Arab Emirates,25.2743747,55.3046206,04 213 0000,contactus@rakbank.ae,true,Facilities,121278,Instant Cash Deposit,check_circle,Facilities,121279,Cheque Deposit,check_circle,Facilities,121280,Cash Withdrawal,check_circle,Facilities,121281,Enquiries,check_circle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442,Types,121285,ATMs,apartment,"RAKBANK ATM - Fardan Exchange, Clock Tower R/A","106 Al Zahraa St-105th Street,Fardan Exchange, Clock Tower R/A",121283,82765,Sharjah,Emirates,82766,Sharjah,82762,United Arab Emirates,25.3614362,55.3967222,04 213 0000,contactus@rakbank.ae,true,Facilities,121278,Instant Cash Deposit,check_circle,Facilities,121279,Cheque Deposit,check_circle,Facilities,121280,Cash Withdrawal,check_circle,Facilities,121281,Enquiries,check_circle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
677,Types,121285,ATMs,apartment,RAKBANK ATM - First Security Group-Sharaf Exchange,First Security Group-Sharaf Exchange,121283,82758,Dubai,Emirates,82760,Dubai,82762,United Arab Emirates,25.1343832,55.2527363,04 213 0000,contactus@rakbank.ae,true,Facilities,121280,Cash Withdrawal,check_circle,Facilities,121281,Enquiries,check_circle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Al Qouz Ind Area 2,,,,,
539,Types,121285,ATMs,apartment,RAKBANK ATM - Fresh KP Mart Supermarket,D90,121283,82758,Dubai,Emirates,82760,Dubai,82762,United Arab Emirates,25.2610672,55.2997138,04 213 0000,contactus@rakbank.ae,true,Facilities,121278,Instant Cash Deposit,check_circle,Facilities,121279,Cheque Deposit,check_circle,Facilities,121280,Cash Withdrawal,check_circle,Facilities,121281,Enquiries,check_circle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
347,Types,121285,ATMs,apartment,RAKBANK ATM - Fresh Spot Supermarket,Fresh Spot Supermarket,121283,82758,Dubai,Emirates,82760,Dubai,82762,United Arab Emirates,25.2974681,55.3788646,04 213 0000,contactus@rakbank.ae,true,Facilities,121278,Instant Cash Deposit,check_circle,Facilities,121279,Cheque Deposit,check_circle,Facilities,121280,Cash Withdrawal,check_circle,Facilities,121281,Enquiries,check_circle,,,,,,,,,,,,,,,,,,,,,,,,,Right handside of main entrance of the supermarket,,,,,
700,Types,121285,ATMs,apartment,RAKBANK ATM - G4S Secure Solutions LLC 1,G4S Secure Solutions LLC 1,121283,82758,Dubai,Emirates,82760,Dubai,82762,United Arab Emirates,25.1593838,55.2526767,04 213 0000,contactus@rakbank.ae,true,Facilities,121280,Cash Withdrawal,check_circle,Facilities,121281,Enquiries,check_circle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Al Qouz,,,,,
533,Types,121285,ATMs,apartment,RAKBANK ATM - Galaxy Supermarket,Galaxy Supermarket,121283,82758,Dubai,Emirates,82760,Dubai,82762,United Arab Emirates,25.27678,55.311849,04 213 0000,contactus@rakbank.ae,true,Facilities,121278,Instant Cash Deposit,check_circle,Facilities,121279,Cheque Deposit,check_circle,Facilities,121280,Cash Withdrawal,check_circle,Facilities,121281,Enquiries,check_circle,,,,,,,,,,,,,,,,,,,,,,,,,Al Murar,,,,,
835,Types,121285,ATMs,apartment,"RAKBANK ATM - GCC Exchange, Bur Dubai",Al Fahidi ST,121283,82758,Dubai,Emirates,82760,Dubai,82762,United Arab Emirates,25.2630596,55.2954512,04 213 0000,contactus@rakbank.ae,true,Facilities,121280,Cash Withdrawal,check_circle,Facilities,121281,Enquiries,check_circle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"GCC Exchange, Bur Dubai",,,,,
591,Types,121285,ATMs,apartment,RAKBANK ATM - Govt Offices - Wadi Sfini,Govt Offices - Wadi Sfini,121283,82775,Ras Al Khaimah,Emirates,82776,Ras Al Khaimah,82762,United Arab Emirates,25.175484,56.091788,04 213 0000,contactus@rakbank.ae,true,Facilities,121280,Cash Withdrawal,check_circle,Facilities,121281,Enquiries,check_circle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wadi Sfini,,,,,
