atmid,country,city,branch,location,latitude,longitude,branchtype,timings,facilities,pobox,phone,fax,insdate
5267,United Arab Emirates,Abu Dhabi,ADNOC Station - Al Hayalah,"Sheikh Zayed Highway, Al Rahba, Near Deerfield Mall",24.521900,54.669690,ATM,,Cash Withdrawal,,600 50 2030,,01/01/0001
5268,United Arab Emirates,Abu Dhabi,ADNOC Station - Khalifa City - A South,"Khalifa City A , 12th Street, Near Federal Court - Ministry of Justice",24.396670,54.555700,ATM,,Cash Withdrawal,,600 50 2030,,01/01/0001
5270,United Arab Emirates,Abu Dhabi,Yas Link Golf Course,Yas Island,24.4775,54.6006,ATM,,Cash Withdrawal,,600 50 2030,,01/01/0001
5273,United Arab Emirates,Abu Dhabi,Al Raha Village Mall,"Next to entrance of Supermarket, Abu Dhabi-Al Ain Truck Road -Workers City -Al Mafraq ",24.252005,54.626452,ATM,,Cash Withdrawal,,600 50 2030,,01/01/0001
5277,United Arab Emirates,Abu Dhabi,The Westin Golf Resort and Spa,"Sheikh Zayed Bin Sultan Street, Near Abu Dhabi Golf Club",24.419586,54.529025,ATM,,Cash Withdrawal,,600 50 2030,,01/01/0001
5283,United Arab Emirates,Abu Dhabi,ADPC Khalifa Port,"ADPC Khalifa Port Documentation Centre, Sheikh Khalifa Industrial Zone",24.779581,54.708993,ATM,,Cash Withdrawal,,600 50 2030,,01/01/0001
5294,United Arab Emirates,Abu Dhabi,Abu Dhabi Coop - Mina Centre,"20th street, Mina Street, Al Mina area",24.518931,54.37187,ATM,,Cash Withdrawal,,600 50 2030,,01/01/0001
5301,United Arab Emirates,Abu Dhabi,Madinat Zayed Shopping Center,"Muroor Road, ATM near the main entrance",24.4832292,54.3668186,ATM,,Cash Withdrawal / Cash Deposit / Cheque Deposit,,600 50 2030,,01/01/0001
5302,United Arab Emirates,Abu Dhabi,Saadiyat Village,"Sheikh Khalifa Bin Zayed Highway, Saadiyat Construction Village",24.511956,54.449723,ATM,,Cash Withdrawal,,600 50 2030,,01/01/0001
5303,United Arab Emirates,Abu Dhabi,Anantara Eastern Mangroves Hotel,"Dhafeer Street, Sheikh Zayed Bin Sultan Road, Eastern Mangrove Area",24.446495,54.436918,ATM,,Cash Withdrawal,,600 50 2030,,01/01/0001
5313,United Arab Emirates,Abu Dhabi,Souq Qaryat Al Beri,"Khor Al Maqta, Al Maqta area, Next to Shangri-La Hotel",24.408841,54.490863,ATM,,Cash Withdrawal,,600 50 2030,,01/01/0001
5318,United Arab Emirates,Abu Dhabi,Etihad Towers,"Ground level near Waitrose Supermarket, Corniche Street Opposite to Emirates Palace Hotel",24.458869,54.321395,ATM,,Cash Withdrawal,,600 50 2030,,01/01/0001
5319,United Arab Emirates,Abu Dhabi,Qasr Al Sarab Desert Resort,"Um Al Zamool Hamim Road, Main Lobby area",22.900515,54.336992,ATM,,Cash Withdrawal,,600 50 2030,,01/01/0001
5320,United Arab Emirates,Abu Dhabi,Baniyas Police Station,"Sheikh Maktoum Bin Rashid Road, Near Bawabat Al Sharq Mall - 7 Al Zoud St - Abu Dhabi",24.31429311,54.61085322,ATM,,Cash Withdrawal,,600 50 2030,,01/01/0001
5322,United Arab Emirates,Abu Dhabi,Makani Mall,"Sweihan - Al Hayer Road, Al Shamkha Area",24.386756,54.722678,ATM,,Cash Withdrawal / Cash Deposit / Cheque Deposit,,600 50 2030,,01/01/0001
5326,United Arab Emirates,Abu Dhabi,Ghuwaifat Customs,"Finance Building, Abu Dhabi Ghuwaifat Highway, Ghuwaifat Check Post",24.1269547,51.619539,ATM,,Cash Withdrawal / Cash Deposit,,600 50 2030,,01/01/0001
5330,United Arab Emirates,Abu Dhabi,ADNOC Station - Khalifa Ind City ,"Sheikh Zayed Highway, Khalifa Industrial City, Station ID   662, Abu Dhabi - Dubai Highway ",24.740506,54.829862,ATM,,Cash Withdrawal,,600 50 2030,,01/01/0001
5333,United Arab Emirates,Abu Dhabi,The Galleria Mall Extensions,"The Galleria Mall, Maryah Island - next to waitrose market",24.50187,54.38874,ATM,,Cash Withdrawal,,600 50 2030,,01/01/0001
5338,United Arab Emirates,Abu Dhabi,Abu Dhabi Investment Council (ADIC),"Al Nahyan Area, Sheikh Zayed street, Al Bahr Towers",24.455578,54.40081,ATM,,Cash Withdrawal / Cash Deposit / Cheque Deposit,,600 50 2030,,01/01/0001
5341,United Arab Emirates,Abu Dhabi,Tawazun Industrial Park ,"Al Ajban, Zayed Military City, Exit 366, between Abu Dhabi and Dubai highway",24.5643631,54.8874489,ATM,,Cash Withdrawal,,600 50 2030,,01/01/0001
5343,United Arab Emirates,Abu Dhabi,ADNOC Station - Yas Island,"Sheikh Khalifa Highway, Al Falah Area",24.498982,54.587674,ATM,,Cash Withdrawal,,600 50 2030,,01/01/0001
5344,United Arab Emirates,Abu Dhabi,Yellow Duck Hypermarket,"Mussaffah, Street 28, Next to Emirates ID Office, Industrial Area",24.366586,54.519632,ATM,,Cash Withdrawal,,600 50 2030,,01/01/0001
5347,United Arab Emirates,Abu Dhabi,Tabreed Building - Masdar City,"Tabreed Building, Masdar City, PO Box 29478, Abu Dhabi",24.438193,54.614303,ATM,,Cash Withdrawal,,600 50 2030,,01/01/0001
5350,United Arab Emirates,Abu Dhabi,Saadiyat Rotana Resort & Villas,Saadiyat Island,24.541934,54.430346,ATM,,Cash Withdrawal,,600 50 2030,,01/01/0001
5351,United Arab Emirates,Abu Dhabi,Abu Dhabi Ports Company (ADPC),"Al Mina Street, Al Mina area",24.514992,54.382335,ATM,,Cash Withdrawal,,600 50 2030,,01/01/0001
5357,United Arab Emirates,Abu Dhabi,Deerfield's Town Square Mall,"Ground floor near Hypermarket, Sheikh Zayed Highway, Al Bahiya Area",24.523426,54.671423,ATM,,Cash Withdrawal,,600 50 2030,,01/01/0001
5363,United Arab Emirates,Abu Dhabi,Twofour54,Yas island Yas Bay Main Parking Entrance - Abu Dhabi,24.4608382,54.5984171,ATM,,Cash Withdrawal,,600 50 2030,,01/01/0001
5365,United Arab Emirates,Abu Dhabi,Abu Dhabi Int'l Airport T1 ,"Terminal 1, Arrival Hall Area",24.426911,54.646425,ATM,,Cash Withdrawal,,600 50 2030,,01/01/0001
5368,United Arab Emirates,Abu Dhabi,Khalifa University ,"Rashid bin Saeed al Maktoum street, Building B",24.447638,54.394855,ATM,,Cash Withdrawal,,600 50 2030,,01/01/0001
5369,United Arab Emirates,Abu Dhabi,Department of Presidential Affairs,"Corniche Street, Near Central Bank",24.458088,54.331512,ATM,,Cash Withdrawal,,600 50 2030,,01/01/0001
5370,United Arab Emirates,Abu Dhabi,Saadiyat Beach Golf Club,"Sheikh Khalifa Bin Zayed Highway, Near Retail shops",24.542536,54.438264,ATM,,Cash Withdrawal,,600 50 2030,,01/01/0001
5371,United Arab Emirates,Abu Dhabi,Novotel Hotel,"Al Khaleej Al Arabi Street, Al Maqta Area",24.431522,54.428673,ATM,,Cash Withdrawal,,600 50 2030,,01/01/0001
5374,United Arab Emirates,Abu Dhabi,The Mall World Trade Center,"Ground level opposite to House of Fraser, Khalifa Street, Al Markaziyah",24.487481,54.357305,ATM,,Cash Withdrawal / Cash Deposit,,600 50 2030,,01/01/0001
5382,United Arab Emirates,Abu Dhabi,Village Mall,"12th Street, M-24 Mussafah, Near Life care Hospital",24.366488,54.523773,ATM,,Cash Withdrawal,,600 50 2030,,01/01/0001
5386,United Arab Emirates,Abu Dhabi,New York University,"Saadiyat Marina District, Saadiyat Island",24.523914,54.434252,ATM,,Cash Withdrawal,,600 50 2030,,01/01/0001
5394,United Arab Emirates,Abu Dhabi,Emirates Driving Company,"Street no. 17 Mussaffah Industrial Area, Behind Dalma Mall",24.342092,54.520319,ATM,,Cash Withdrawal,,600 50 2030,,01/01/0001
5399,United Arab Emirates,Abu Dhabi,Al Mushrif Coop,"Khaleej Al Arabi street, Al Mushref Area",24.426129,54.408047,ATM,,Cash Withdrawal / Cash Deposit,,600 50 2030,,01/01/0001
5429,United Arab Emirates,Abu Dhabi,uBank - Yas Mall ATM,"Sheikh Khalifa Bin Zayed Highway, Yas Mall First Floor nnext to Candylicious, Yas Island",24.488476,54.608874,ATM,,Cash Withdrawal / Cash Deposit / Cheque Deposit,,600 50 2030,,01/01/0001
5430,United Arab Emirates,Abu Dhabi,ATM Service Center - Al Wahda Mall,"Hazza Bin Zayed St, Al Wahda Mall, Level 2 near BHS, Al Wahda Area",24.470393,54.3723890,ATM,,Cash Withdrawal / Cash Deposit / Cheque Deposit,,600 50 2030,,01/01/0001
5432,United Arab Emirates,Abu Dhabi,Creative Minds Store,"ADNEC Area, Abu Dhabi One Tower, Ground level, Creative Minds Shop Entrance",24.420002,54.4428540,ATM,,Cash Withdrawal / Cash Deposit / Cheque Deposit,,600 50 2030,,01/01/0001
5470,United Arab Emirates,Abu Dhabi,ICAD,Industrial City of Abu Dhabi,24.323055,54.520790,ATM,,Cash Withdrawal / Cash Deposit / Cheque Deposit,,600 50 2030,,01/01/0001
5475,United Arab Emirates,Abu Dhabi,Al Ain University - Abu Dhabi,"Al Ain University, Abu Dhabi Campus, Mohamed Bin Zayed City",24.346,54.5393000,ATM,,Cash Withdrawal,,600 50 2030,,01/01/0001
5552,United Arab Emirates,Abu Dhabi,ADAC Business Park,"Opposite Terminal 3, Near Premier Inn Abu Dhabi International Airport Hotel",24.420854,54.648099,ATM,,Cash Withdrawal / Cash Deposit,,600 50 2030,,01/01/0001
5553,United Arab Emirates,Abu Dhabi,Yas Bay Waterfront,"Level 2 beside Admin offices , Hilton Bay, Yas Island",24.459045,54.5998640,ATM,,Cash Withdrawal,,600 50 2030,,01/01/0001
5567,United Arab Emirates,Abu Dhabi,CruiseTerminal Port Zayed,"Mina area inside Port Zayed, Port Zayed",24.52931,54.379907,ATM,,Cash Withdrawal,,600 50 2030,,01/01/0001
5568,United Arab Emirates,Abu Dhabi,Al Reef Community Center,"Al Adaed Street, Building 26, Al Reef, Downtown, Next to Select Supermarket",24.455798,54.672751,ATM,,Cash Withdrawal,,600 50 2030,,01/01/0001
5569,United Arab Emirates,Abu Dhabi,NMC Royal Hospital - Khalifa City A,"16th Street Khalifa City A., Ground floor next to Elevators",24.410875,54.572029,ATM,,Cash Withdrawal,,600 50 2030,,01/01/0001
5570,United Arab Emirates,Abu Dhabi,Paragon Bay Mall,"Hazza Bin Zayed Street AL Reem Island - Abu Dhabi,Paragon Bay Mall, Opposite Carrefour ",24.494243,54.4068603,ATM,,Cash Withdrawal / Cash Deposit / Cheque Deposit,,600 50 2030,,01/01/0001
5571,United Arab Emirates,Abu Dhabi,Etihad Catering,"Catering building, Ground level, next to Cargo Terminal",24.4252862865832,54.65010983478,ATM,,Cash Withdrawal / Cash Deposit / Cheque Deposit,,600 50 2030,,01/01/0001
5572,United Arab Emirates,Abu Dhabi,Sir Baniyas Island,"Sir Bani Yas Island, Clinic Building",24.276793,52.621247,ATM,,Cash Withdrawal,,600 50 2030,,01/01/0001
5575,United Arab Emirates,Abu Dhabi,ADNOC Station - Khalifa City - B (Shakbout City),"Khalifa City B -Shakbout City, Near Abu Dhabi Civil Defence",24.368158,54.625883,ATM,,Cash Withdrawal,,600 50 2030,,01/01/0001
5576,United Arab Emirates,Abu Dhabi,ADNOC Station - Motor World,"Al Shamkha 31st Street, Motor World, Station ID 169, Near Motor World ",24.398565,54.690243,ATM,,Cash Withdrawal,,600 50 2030,,01/01/0001
5577,United Arab Emirates,Abu Dhabi,ADNOC Station - Rabdan,"Sheikh Rashid bin Saeed Street, Abu Dhabi - Al Ain road, Rabdan, Station ID  162, Near Mushrif Mall",24.436545,54.402369,ATM,,Cash Withdrawal,,600 50 2030,,01/01/0001
5578,United Arab Emirates,Abu Dhabi,ADNOC Station - Al Manara,"Mohammed Bin Zayed City ,28th Street, Near Mezyad Mall",24.371065,54.53559,ATM,,Cash Withdrawal,,600 50 2030,,01/01/0001
5584,United Arab Emirates,Abu Dhabi,ADNOC Station - Abu Dhabi Corniche,"6th Street, Corniche Road, Station ID Corniche Road  933, Near Roseberry Supermarket",24.466607,54.333256,ATM,,Cash Withdrawal,,600 50 2030,,01/01/0001
5594,United Arab Emirates,Abu Dhabi,Index Exchange - Mussafah ,"M-40, Mussafah Industrial ",24.351426,54.4855410,ATM,,Cash Withdrawal,,600 50 2030,,01/01/0001
5595,United Arab Emirates,Abu Dhabi,Al Seef Village Mall,Al Seef Village Mall Ground floor near Carrefour shopfront - Al Muntazah - Zone 1 - Abu Dhabi,24.435700,54.455700,ATM,,Cash Withdrawal,,600 50 2030,,01/01/0001
5596,United Arab Emirates,Abu Dhabi,Lifecare Hospital,"Mussaffah M-24, Near Village Mall",24.36083,54.52089,ATM,,Cash Withdrawal,,600 50 2030,,01/01/0001
5597,United Arab Emirates,Abu Dhabi,Mamoorah Tower B,"Plot 18_19 E25, Al Nahyan Area, Al Muroor Road, Delma (15th) Street.",24.464031,54.3876000,ATM,,Cash Withdrawal,,600 50 2030,,01/01/0001
5599,United Arab Emirates,Abu Dhabi,ADNOC HQ,"Corniche Road, ADNOC HQ Building",24.461848,54.324335,ATM,,Cash Withdrawal / Cash Deposit,,600 50 2030,,01/01/0001
5650,United Arab Emirates,Abu Dhabi,Capital Mall,"Zone 9B, Ground Floor, Capital Mall, Mohamed Ben Zayed City, Abu Dhabi, UAE",24.375851,54.530247,ATM,,Cash Withdrawal,,600 50 2030,,01/01/0001
5701,United Arab Emirates,Abu Dhabi,Mafraq Center,"Mafraq Center, East 8, Baniyas",24.258783,54.62538,ATM,,Cash Withdrawal,,600 50 2030,,01/01/0001
5703,United Arab Emirates,Abu Dhabi,Mariyah Mall,"Al Mariah Mall, Fatima Bint Mubarak Street ",24.4939471,54.3673397,ATM,,Cash Withdrawal,,600 50 2030,,01/01/0001
5706,United Arab Emirates,Abu Dhabi,Central Mall,"Central Mall, Khalifa City A",24.411688,54.590377,ATM,,Cash Withdrawal,,600 50 2030,,01/01/0001
5708,United Arab Emirates,Abu Dhabi,ICAD Mall,"M42, Street 11, Mussafah",24.339067,54.489446,ATM,,Cash Withdrawal,,600 50 2030,,01/01/0001
5709,United Arab Emirates,Abu Dhabi,Parco Mall,"Al Istinarah Street, Al Mafraq",24.259944,54.630412,ATM,,Cash Withdrawal,,600 50 2030,,01/01/0001
5713,United Arab Emirates,Abu Dhabi,Index Exchange - Hamdan Street,"Hamdan Street, Opposite Liwa Centre",24.488365,54.360808,ATM,,Cash Withdrawal / Cash Deposit / Cheque Deposit,,600 50 2030,,01/01/0001
5714,United Arab Emirates,Abu Dhabi,Al Forsan Central Mall,4 Abdulrahman Bin 'Awf St - Khalifa City - Sector 33 - Abu Dhabi,24.41071453,54.56518762,ATM,,Cash Withdrawal,,600 50 2030,,01/01/0001
5715,United Arab Emirates,Abu Dhabi,Rostamani Exchange - TCA,"Ramee Hotel (Ground Floor), Behind Al Salama Hospital, Hamdan Street UAE",24.500444,54.374813,ATM,,Cash Withdrawal,,600 50 2030,,01/01/0001
5717,United Arab Emirates,Abu Dhabi,Dhafra Worker Village,"Plot # 29, ICAD III, Mussafah.",24.312823,54.497547,ATM,,Cash Withdrawal,,600 50 2030,,01/01/0001
5718,United Arab Emirates,Abu Dhabi,"The Courtyard Mall, Riyadh City","Al Khayr Street, Madinat Al Riyad",24.327381,54.749419,ATM,,Cash Withdrawal,,600 50 2030,,01/01/0001
5721,United Arab Emirates,Abu Dhabi,LuLu Hypermarket - Madinat Zayed Shopping Centre,"Madinat Zayed shopping center, Sultan Bin Zayed the First Street",24.482819,54.365669,ATM,,Cash Withdrawal,,600 50 2030,,01/01/0001
5722,United Arab Emirates,Abu Dhabi,Burjeel Hospital,Al Najdah Street,24.47895,54.38075,ATM,,Cash Withdrawal,,600 50 2030,,01/01/0001
5731,United Arab Emirates,Abu Dhabi,"Emirates Al Madina, ICAD","11th Street, ICAD Gate 1.",24.34082,54.49082,ATM,,Cash Withdrawal,,600 50 2030,,01/01/0001
5735,United Arab Emirates,Abu Dhabi,LuLu Express - Shawamekh,Shawamekh - Abu Dhabi,24.35237,54.64845,ATM,,Cash Withdrawal,,600 50 2030,,01/01/0001
5736,United Arab Emirates,Abu Dhabi,Safeer Center,"M'areej Street, Mussafah",24.3427,54.5299,ATM,,Cash Withdrawal,,600 50 2030,,01/01/0001
5738,United Arab Emirates,Abu Dhabi,West Mart Hyper Market - Ghayathi,"Ghayathi Industrial Area, Ghayathi - Al Ruwais Road, Abu Dhabi",23.91442,52.80363,ATM,,Cash Withdrawal,,600 50 2030,,01/01/0001
5741,United Arab Emirates,Abu Dhabi,Royal M Hotel & Resorts,Al Bateen Marina King Abdullah Bin Abdulaziz Al Saud Street - Al Quffal Street ,24.44849,54.337891,ATM,,Cash Withdrawal,,600 50 2030,,01/01/0001
5742,United Arab Emirates,Abu Dhabi,Le Royal Meridian,"Le Royal Meridian Hotel, Abu Dhabi, Khalifa Street ",24.495889,54.366454,ATM,,Cash Withdrawal,,600 50 2030,,01/01/0001
5743,United Arab Emirates,Abu Dhabi,Emirates Center for Research & Strategies Study,"Emirates Center for Research & Strategic Study, Murror Road",24.457097,54.394213,ATM,,Cash Withdrawal,,600 50 2030,,01/01/0001
5744,United Arab Emirates,Abu Dhabi,Nation Tower Mall,"Level 1 Nation Tower Mall, Abu Dhabi Corniche ",24.464788,54.328962,ATM,,Cash Withdrawal,,600 50 2030,,01/01/0001
5746,United Arab Emirates,Abu Dhabi,Mamoorah Tower A,Mamoorah Tower A- Office entrance ,24.463409,54.387999,ATM,,Cash Withdrawal,,600 50 2030,,01/01/0001
5747,United Arab Emirates,Abu Dhabi,Cleveland Clinic,Mariyah Island,24.497312,54.389156,ATM,,Cash Withdrawal,,600 50 2030,,01/01/0001
5759,United Arab Emirates,Abu Dhabi,Emirates College for Advanced Education (ECAE)- Khalifa A City,Khalifa A City - Khalifa City SE-43 - Abu Dhabi,24.420397,54.5942734,ATM,,Cash Withdrawal,,600 50 2030,,01/01/0001
5760,United Arab Emirates,Abu Dhabi,Yash 6 Ruwais,"Building 1-8, Aminity Building, Ruwais - Road - Abu Dhabi",24.07195,52.67623,ATM,,Cash Withdrawal,,600 50 2030,,01/01/0001
67,United Arab Emirates,Abu Dhabi,uBank Yas Mall Branch,"Sheikh Khalifa Bin Zayed Highway, Yas Mall First Floor nnext to Candylicious, Yas Island",24.488476,54.608874,uBank,10:00 AM - 09:30 PM Monday to Thursday & Saturday <br/>03:00 PM - 09:30 PM on Friday <br/>Closed on Sunday,"Digital Banking service Center / ATM Services (Cash withdrawals, Cash & Cheque Deposits)",,+971 2 6591244,,01/01/0001
68,United Arab Emirates,Abu Dhabi,uBank Al Wahda Mall Branch,"Al Wahda Mall, Hazza Bin Zayed Street, Level 2",24.470393,54.372389,uBank,10:00 AM - 09:30 PM Monday to Thursday & Saturday <br/>03:00 PM - 09:30 PM on Friday <br/>Closed on Sunday,"Digital Banking service Center / ATM Services (Cash withdrawals, Cash & Cheque Deposits)",,+971 2 6591212,,01/01/0001
,United Arab Emirates,Abu Dhabi,ADCB ATM Service Center - Baniyas Town,"Abu Dhabi Al Ain Road, ADCB - Old branch location",24.297242,54.6284760,ATM,,Cash Withdrawal / Cash Deposit / Cheque Deposit,,600 50 2030,,01/01/0001
,United Arab Emirates,Abu Dhabi,ATM Service Centre – Mohamed Bin Zayed City ,"Mussafah, 16th Street, Dhababa Saif Al Mashghoni Building,  Mohammad Bin zayed City (East) 10",24.3331,54.5313000,ATM,,Cash Withdrawal / Cash Deposit / Cheque Deposit,,600 50 2030,,01/01/0001
,United Arab Emirates,Abu Dhabi,uBank Galleria Mall ATMs,"Galleria Mall new extension, Ground Floor, Al Mariyah Island, Abu Dhabi",24.501,54.3910000,ATM,,Cash Withdrawal / Cash Deposit / Cheque Deposit,,600 50 2030,,01/01/0001
,United Arab Emirates,Abu Dhabi,Reem Mall Branch ATMs,"Reem Mall, Ground floor, Al Reem Island, Abu Dhabi",24.4893,54.4009000,ATM,,Cash Withdrawal / Cash Deposit / Cheque Deposit,,600 50 2030,,01/01/0001
,United Arab Emirates,Abu Dhabi,Khalidiya Tower Excellency Centre,"Khalidiya Towers, Building 1, Corniche street, Opposite to Emirates Palace Hotel",24.457835,54.319850,Excellency,08:00 AM - 03:00 PM Monday to Thursday & Saturday <br/>​08:00 AM - 12:00 PM on Friday <br/>Closed on Sunday,"Teller Transaction / Customer Service / ATM Services (Cash withdrawals, Cash & Cheque Deposits)",59919 Abu Dhabi,600 50 2004,,01/01/0001
,United Arab Emirates,Abu Dhabi,Sheikh Zayed Festival,Al Wathbah - Al-Wathba South - Abu Dhabi - United Arab Emirates ,24.221655,54.6856800,ATM,,Cash Withdrawal,,600 50 2030,,01/01/0001
2694,United Arab Emirates,Ajman,City Center Ajman,"Ground level near Carrefour,  Al Ittehad Street, Al Jurf 2 Area",25.399749,55.478961,ATM,,Cash Withdrawal / Cash Deposit / Cheque Deposit,,600 50 2030,,01/01/0001
321,United Arab Emirates,Ajman,Ajman Branch ATMs ,"Al Rashidiya Area, Al Ittihad Street, ADCB Building",25.404283,55.446448,ATM,,Cash Withdrawal / Cash Deposit / Cheque Deposit,,600 50 2030,,01/01/0001
321,United Arab Emirates,Ajman,Ajman Branch,"Al Rashidiya Area, Al Ittihad Street, ADCB Building",25.404283,55.446448,Branch,08:00 AM - 03:00 PM Monday to Thursday & Saturday <br/>​08:00 AM - 12:00 PM on Friday <br/>Closed on Sunday,"Teller Transaction / Customer Service / ATM Services (Cash withdrawals, Cash & Cheque Deposits)",1843 Ajman,+971 6 5191633,,01/01/0001
322,United Arab Emirates,Ajman,Al Jurf Branch ATMs ,"Al Rawda, Sheikh Zayed Street, Al Nafoora Building",25.40548,55.50793,ATM,,Cash Withdrawal / Cash Deposit / Cheque Deposit,,600 50 2030,,01/01/0001
322,United Arab Emirates,Ajman,Al Jurf Branch,"Al Rawda, Sheikh Zayed Street, Al Nafoora Building",25.40548,55.50793,Branch,​08:00 AM - 07:00 PM Monday to Thursday & Saturday ​<br/>08:00 AM - 12:00 PM on Friday<br/> Closed on Sunday,"Teller Transaction / Customer Service / ATM Services (Cash withdrawals, Cash & Cheque Deposits)",13535 Ajman,+971 6 5193400,,01/01/0001
5129,United Arab Emirates,Ajman,Safeer Mall,"Sheikh Khalifa Bin Zayed St, Opposite Ajman University, Nuaima Area",25.393205,55.455691,ATM,,Cash Withdrawal / Cash Deposit,,600 50 2030,,01/01/0001
5195,United Arab Emirates,Ajman,Al Murad Mall,Badr St - 3 Al Nuaimia - Ajman,25.389601,55.438891,ATM,,Cash Withdrawal,,600 50 2030,,01/01/0001
5221,United Arab Emirates,Ajman,ADNOC Station - Al Deyafa-Ajman,"Sheikh Khalifa Bin Zayed St, Salem Al Qewani, Station ID 884, Near Dana Mall",25.389501,55.460443,ATM,,Cash Withdrawal,,600 50 2030,,01/01/0001
5222,United Arab Emirates,Ajman,ADNOC Station - Al Aamra,Sheikh Maktoum Bin Rashid Street - Al Amerah - Station ID 281 - Ajman,25.380536,55.5764,ATM,,Cash Withdrawal,,600 50 2030,,01/01/0001
5263,United Arab Emirates,Ajman,ADNOC Station - Al Zahra-Ajman,"Sheikh Makthoum Bin Rashid Street, Al Zahra, Near Al Safeer Hypermarket",25.397282,55.494726,ATM,,Cash Withdrawal,,600 50 2030,,01/01/0001
5332,United Arab Emirates,Ajman,Grand Mall,"Ground level at the main entrance, Sheikh Khalifa Bin Zayed Street, Al Rashidiya 3 area",25.393295,55.439049,ATM,,Cash Withdrawal,,600 50 2030,,01/01/0001
5334,United Arab Emirates,Ajman,Fine Hypermarket,"Hassan Bin Haitham Street, , Near Lucky Roundabout, Industrial area 2",25.376078,55.4767570,ATM,,Cash Withdrawal,,600 50 2030,,01/01/0001
5419,United Arab Emirates,Ajman,Ansari Exchange - Al Jurf Branch,"Shop No. 05 Ground Floor, Al Jurf Industrial 1, Ajman",25.4297,55.5237000,ATM,,Cash Withdrawal,,600 50 2030,,01/01/0001
5557,United Arab Emirates,Ajman,Fairmont Hotel,"Sheikh Humaid Bin Rashid Al Nuaimai Street, Opposite Chamber of Commerce Ajman ",25.419304,55.439108,ATM,,Cash Withdrawal,,600 50 2030,,01/01/0001
5700,United Arab Emirates,Ajman,ADNOC Station  - Al Jurf,Sheikh Mohammed bin Rashid Al Maktoum Road  - Al Hamidiya 2  - Station ID 455  - Ajman,25.41865,55.539921,ATM,,Cash Withdrawal,,600 50 2030,,01/01/0001
5711,United Arab Emirates,Ajman,Nesto Hypermarket,"Ittihad Road, Al Karama",25.396331,55.452908,ATM,,Cash Withdrawal,,600 50 2030,,01/01/0001
,United Arab Emirates,Ajman,ADCB ATM Service Center - Al Jurf,"Ajman Town Square, unit 9, Rawdha 3, Southern sector, Ajman",25.397278,55.5005560,ATM,,Cash Withdrawal / Cash Deposit / Cheque Deposit,,600 50 2030,,01/01/0001
1191,United Arab Emirates,Al Ain,ADNOC Station - Khatam,"Alain - Abu Dhabi Highway ,Al Khatam, Station ID  975, Near Al Aman Wassalama Supermarket",24.19084,54.993733,ATM,,Cash Withdrawal,,600 50 2030,,01/01/0001
1193,United Arab Emirates,Al Ain,Hazza Bin Zayed (Drive Through),"Near Gold Gym Car Park area, Hazza Bin Zayed Stadium, Zayed Al Awwal Street ",24.245325,55.71851,ATM,,Cash Withdrawal,,600 50 2030,,01/01/0001
201,United Arab Emirates,Al Ain,Al Ain Main Branch ATMs ,"Al Mutawaa Area, Hessa Bint Mohammed Street, ADCB Building",24.216286,55.759177,ATM,,Cash Withdrawal / Cash Deposit / Cheque Deposit,,600 50 2030,,01/01/0001
201,United Arab Emirates,Al Ain,Al Ain Main Branch,"Al Mutawaa Area, Hessa Bint Mohammed Street, ADCB Building",24.216286,55.759177,Branch,08:00 AM - 03:00 PM Monday to Thursday & Saturday <br/>​08:00 AM - 12:00 PM on Friday <br/>Closed on Sunday,"Teller Transactions / Customer Service / Excellency Center / Safe Deposit Lockers Service  / ATM Services (Cash withdrawals, Cash & Cheque Deposits)",15180 Abu Dhabi,+971 3 7031800,,01/01/0001
201,United Arab Emirates,Al Ain,Al Ain Main Excellency Centre,"Al Mutawaa Area, Hessa Bint Mohammed Street, ADCB Building",24.216286,55.759177,Excellency,08:00 AM - 03:00 PM Monday to Thursday & Saturday <br/>​08:00 AM - 12:00 PM on Friday <br/>Closed on Sunday,"Teller Transaction / Customer Service / ATM Services (Cash withdrawals, Cash & Cheque Deposits)",15180 Abu Dhabi,600 50 2004,,01/01/0001
205,United Arab Emirates,Al Ain,Al Yahar Branch ATMs ,"Al Yahar, Abu Dhabi - Al Ain Road, ADCB Building",24.221711,55.544156,ATM,,Cash Withdrawal / Cash Deposit / Cheque Deposit,,600 50 2030,,01/01/0001
205,United Arab Emirates,Al Ain,Al Yahar Branch,"Al Yahar, Abu Dhabi - Al Ain Road, ADCB Building",24.221711,55.544156,Branch,08:00 AM - 03:00 PM Monday to Thursday & Saturday <br/>​08:00 AM - 12:00 PM on Friday <br/>Closed on Sunday,"Teller Transaction / Customer Service / ATM Services (Cash withdrawals, Cash & Cheque Deposits)",81084 Abu Dhabi,+971 3 7028925,,01/01/0001
207,United Arab Emirates,Al Ain,Hazza Bin Zayed Stadium Branch ATMs ,"Al Tiwayyah, Hamdan Bin Mohammad street, Hazza Bin Zayed Stadium",24.245325,55.71851,ATM,,Cash Withdrawal / Cash Deposit / Cheque Deposit,,600 50 2030,,01/01/0001
