data/name,data/address1,data/address2,data/address3,data/country,data/lat,data/lng,data/phoneNumber,data/faxNumber,data/information,data/type,data/externalLocationId,data/locationId
Mall of the Emirates,"First floor, entrance D",Dubai,,,25.118447,55.200619,,,,PaymentMachine,,
Al Wasl Business Centre,Etisalat building near Al Murooj complex,Dubai,,,25.203878,55.274784,,,Working Hours: Sunday to Wednesday: 8AM - 8PM <br>Thursday: 8AM - 8PM <br>Friday: Closed <br>Saturday: 8AM - 8PM,PaymentMachine,,
Lulu Hypermarket - Rashidiya,"Ground floor, near main entrance",Dubai,,,25.226819,55.387129,,,,PaymentMachine,,
Mercato Shopping Mall,"Basement floor, near ENBD ATM",Dubai,,,25.216898,55.252737,,,,PaymentMachine,,
Century Mall,Ground floor main entrance,Dubai,,,25.289913,55.346973,,,,PaymentMachine,,
Gold Land Building,"Ground floor, near entrance",Dubai,,,25.27347027,55.2996397,,,,PaymentMachine,,
Lals Supermarket Safa,Ground floor main entrance,Dubai,,,25.22903726,55.27382344,,,,PaymentMachine,,
Dune Centre,"Ground floor, near Almaya Supermarket",Dubai,,,25.23710705,55.27513236,,,,PaymentMachine,,
Dubai Municipality,"Near ENBD, ground floor",Dubai,,,25.26427497,55.31176865,,,,PaymentMachine,,
Deira Business Centre,"Etisalat Building, Baniyas Street, Dubai",Dubai,,,25.262712,55.31437,,,Working Hours: Sunday to Wednesday: 8AM - 8PM <br>Thursday: 8AM - 8PM <br>Friday: Closed <br>Saturday: 8AM - 8PM,PaymentMachine,,
Abraj Shopping Centre,Ground floor main entrance,Dubai,,,25.26958461,55.30347526,,,,PaymentMachine,,
K.M. Trading,Ground floor main entrance,Dubai,,,25.2357969,55.3177017,,,,PaymentMachine,,
dnata,Ground floor main entrance,Dubai,,,25.25873708,55.33063531,,,,PaymentMachine,,
Dubai Internet City,Ground floor main entrance,Dubai,,,25.0927017,55.15996099,,,,PaymentMachine,,
Union Co-operative Society - Umm Suqeim,"Ground floor, near DIB ATM",Dubai,,,25.14303,55.206193,,,,PaymentMachine,,
Dubai Courts,"Ground floor, near Entarnce",Dubai,,,25.24821366,55.3211993,,,,PaymentMachine,,
Al Wasl Business Centre,"Etisalat building, near Al Murooj complex",Dubai,,,25.203878,55.274784,,,Working Hours: Sunday to Wednesday: 8AM - 8PM <br>Thursday: 8AM - 8PM <br>Friday: Closed <br>Saturday: 8AM - 8PM,PaymentMachine,,
Hatta Service Centre,Outside Etisalat Building,Dubai,,,24.79925037,56.11516535,,,,PaymentMachine,,
Al Baraha Business Centre,"Etisalat Building, Al Baraha, Dubai, Next to Dubai Hospital Womens Hostel",Dubai,,,25.28135,55.317538,,,Working Hours: Sunday to Wednesday: 10AM - 6PM <br>Thursday: 10AM - 6PM <br>Friday: Closed <br>Saturday: 10AM - 6PM,PaymentMachine,,
Rashid Hospital,"Ground floor, near ENBD ATM, near reception",Dubai,,,25.24433204,55.31864047,,,,PaymentMachine,,
Union Co-operative Society - The Pointe,"Ground floor, Main entrance",Dubai,,,25.125905,55.123731,,,,PaymentMachine,,
Oud Al Madina Supermarket,"Ground floor, inside supermarket",Dubai,,,25.27418,55.453059,,,,PaymentMachine,,
Al Hana Centre,"Ground floor, near DIB ATM, Main entrance",Dubai,,,25.23692751,55.28015077,,,,PaymentMachine,,
Al Mamzar Centre,"Ground floor, near DIB ATM, Main entrance",Dubai,,,25.28003341,55.3536433,,,,PaymentMachine,,
Dubai Festival Plaza,Near Lulu supermarket,Dubai,,,25.20117464,55.41291475,,,,PaymentMachine,,
Lulu Village,Ground floor entrance,Dubai,,,25.28022744,55.41085482,,,,PaymentMachine,,
Aswaq Nad Al Hamar,"Ground floor entrance, near DIB ATM",Dubai,,,25.19463394,55.38323075,,,,PaymentMachine,,
West Zone Supermarket,"Ground floor entrance, near ENBD ATM",Dubai,,,25.23133985,55.41838109,,,,PaymentMachine,,
Lulu Hypermarket Al Qusais,"Ground floor, near DIB ATM",Dubai,,,25.27884014,55.36227465,,,,PaymentMachine,,
Dubai Hospital,"Ground floor, entrance, near ENBD ATM",Dubai,,,25.28476758,55.32167673,,,,PaymentMachine,,
Deira Business Centre,"Etisalat Building, Baniyas Street, Dubai",Dubai,,,25.262712,55.31437,,,,PaymentMachine,,
"Union Co-operative Society, Al Wasl","Ground floor, near Al Ansari",Dubai,,,25.21061011,55.27097762,,,,PaymentMachine,,
City Walk,"City Walk, Al Safa Street, Dubai",Dubai,,,25.211055,55.258008,,,Working Hours: Sunday to Wednesday: 10AM - 10PM <br>Thursday: 10AM - 11PM <br>Friday: 10AM - 11PM <br>Saturday: 10AM - 11PM,PaymentMachine,,
"Aswaaq Mall, Al Bada'a",Ground floor entrance,Dubai,,,25.214241,55.259156,,,,PaymentMachine,,
Jebel Ali Free Zone (JAFZA),"Ground floor, near entrance Building14",Dubai,,,24.98706938,55.0905025,,,,PaymentMachine,,
Dubai Silicon Oasis,"Ground floor, near Etisalat counter",Dubai,,,25.125356,55.381248,,,,PaymentMachine,,
Oasis Centre,"Ground floor, near Carrefour",Dubai,,,25.17007099,55.24142073,,,,PaymentMachine,,
Al Bustan Centre and Residence,Near MacDonald's,Dubai,,,25.27462964,55.36764979,,,,PaymentMachine,,
"Emirates Co-operative Society, Al Mizhar","Ground floor, near entrance",Dubai,,,25.2614345,55.44114232,,,,PaymentMachine,,
"Union Co-operative Society, Al Safa","Ground floor entrance, near NBD ATM",Dubai,,,25.18758803,55.23909688,,,,PaymentMachine,,
"City Centre Al Shindagha, Etisalat Store","Etisalat store inside the mall, near Carrefour",Dubai,,,25.264219,55.286817,,,Working Hours: Sunday to Wednesday: 10AM - 10PM <br>Thursday: 10AM - 12AM <br>Friday: 10AM - 12AM <br>Saturday: 10AM - 12AM,PaymentMachine,,
Motor City,"The Ribbon, Motor City, Dubai",Dubai,,,25.045688,55.240351,,,Working Hours: Sunday to Wednesday: 10AM - 10PM <br>Thursday: 10AM - 12AM <br>Friday: 10AM - 12AM <br>Saturday: 10AM - 12AM,PaymentMachine,,
"Souq Extra, Green Community Village","Ground floor, Al Maya Supermarket",Dubai,,,24.99577021,55.17989516,,,,PaymentMachine,,
Times Square Centre,"Ground floor, Main entrance",Dubai,,,25.139554,55.220042,,,,PaymentMachine,,
"Union Co-operative Society, Rashidiya","Ground floor, near DIB ATM",Dubai,,,25.22827295,55.38395226,,,,PaymentMachine,,
Dubai Mall - Second Floor,"Inside Dubai Mall, near to Emax , Dubai",Dubai,,,25.198546,55.279608,,,Working Hours: Sunday to Wednesday: 10AM - 10PM <br>Thursday: 10AM - 12AM <br>Friday: 10AM - 12AM <br>Saturday: 10AM - 12AM,PaymentMachine,,
"Abu Hail Centre, Etisalat Outlet",Outside Etisalat Building,Dubai,,,25.2821,55.332833,,,,PaymentMachine,,
"Dubai World Central (DWC), Al Maktoum Airport","Inside Al Maktoum International Airport DWTC, Arrival Area, Dubai",Dubai,,,24.88596932,55.15834629,,,Working Hours: Sunday toSaturday: 24hours,PaymentMachine,,
Al Khail Mall,"Near entrance, Grand Supermarket",Dubai,,,25.149014,55.24644077,,,,PaymentMachine,,
Dubai Marina Mall,"Inside Marina Mall, Sheikh Zayed Road, Dubai",Dubai,,,25.076425,55.140666,,,Working Hours: Sunday to Wednesday: 10AM - 10PM <br>Thursday: 10AM - 12AM <br>Friday: 10AM - 12AM <br>Saturday: 10AM - 12AM,PaymentMachine,,
"Union Co-operative Society, Hamriya","Ground floor, main entrance",Dubai,,,25.27309918,55.33433408,,,,PaymentMachine,,
Souq Al Wasl,"Ground floor, near entrance 1",Dubai,,,25.27118061,55.30635864,,,,PaymentMachine,,
"Lulu Centre, Al Muteena",Main entrance,Dubai,,,25.274468,55.327927,,,,PaymentMachine,,
Al Baraha Business Centre,"Etisalat Building, Al Baraha, Dubai, Next to Dubai Hospital Womens Hostel",Dubai,,,25.28135,55.317538,,,Working Hours: Sunday to Wednesday: 10AM - 6PM <br>Thursday: 10AM - 6PM <br>Friday: Closed <br>Saturday: 10AM - 6PM,PaymentMachine,,
Deira Tower,Ground floor entrance,Dubai,,,25.26808804,25.26808804,,,,PaymentMachine,,
Hello Business Hub,"One JLT Building, Jumeirah Lake Towers, Dubai",Dubai,,,25.072784,55.144918,,,Working Hours: Sunday to Wednesday: 8AM - 4PM <br>Thursday: 8AM - 4PM <br>Friday: Closed <br>Saturday: 8AM - 4PM,PaymentMachine,,
Dubai Immigration Jafiliya,Ground floor entrance,Dubai,,,25.2342344,55.29087961,,,,PaymentMachine,,
Dubai Electricity & Water Authority (DEWA) Main Office,"Inside DEWA Office, near ENBD ATM",Dubai,,,25.22681955,55.32413363,,,,PaymentMachine,,
"Dubai Electricity & Water Authority (DEWA), Al Hudaiba","Inside DEWA Office, near ENBD ATM",Dubai,,,25.24434175,55.28141677,,,,PaymentMachine,,
"Union Co-operative Society, Nad Al Sheba","Near entrance, ENBD ATM",Dubai,,,25.145203,55.349312,,,,PaymentMachine,,
Dubai Mall - Second Floor,"Inside Dubai Mall, near to Virgin Megastore, Dubai",Dubai,,,25.198546,55.279608,,,Working Hours: Sunday to Wednesday: 10AM - 12AM <br>Thursday: 10AM - 12AM <br>Friday: 10AM - 12AM <br>Saturday: 10AM - 12AM,PaymentMachine,,
Jebel Ali Business Centre,Outside Etisalat Business Centre,Dubai,,,25.013313,55.090119,,,,PaymentMachine,,
"Abu Hail, Etisalat Outlet, Deira",Outside Etisalat Building,Dubai,,,25.2821,55.332833,,,,PaymentMachine,,
LuLu Hypermarket - Al Warqa,"Ground floor, near DIB ATM",Dubai,,,25.198571,55.412578,,,,PaymentMachine,,
Al Twar Business Centre,"Inside Al Tawar Municipality Building, Al Tawar, Dubai",Dubai,,,25.263013,55.384997,,,Working Hours: Monday to Thursday: 8am - 5pm<br>Friday: 8am - 12pm <br>Saturday: Closed <br>Sunday: 8am - 10pm,PaymentMachine,,
Dubai Electricity & Water Authority (DEWA) Umm Ramool,"Inside DEWA, left Side of the entrance",Dubai,,,25.274178,55.305547,,,,PaymentMachine,,
Dragon Mart 2,"Inside Dragon Mart 2, Al Awir Road, Dubai",Dubai,,,25.173749,55.421993,,,Working Hours: Sunday to Wednesday: 10AM - 10PM <br>Thursday: 10AM - 12AM <br>Friday: 10AM - 12AM <br>Saturday: 10AM - 12AM,PaymentMachine,,
Dragon Mart 2,"Inside Dragon Mart 2, Al Awir Road, Dubai",Dubai,,,25.173749,55.421993,,,Working Hours: Sunday to Wednesday: 10AM - 10PM <br>Thursday: 10AM - 12AM <br>Friday: 10AM - 12AM <br>Saturday: 10AM - 12AM,PaymentMachine,,
Reef Mall,"Basement Floor, near Parking",Dubai,,,25.26967193,55.32242239,,,,PaymentMachine,,
"DEWA Head Office Customer Happiness Centre, Za'abeel East","Inside DEWA office, near ENBD ATM",Dubai,,,25.22717,55.324521,,,,PaymentMachine,,
"DEWA Customer Happiness Centre, Burj Nahar","Inside DEWA office, near ENBD ATM",Dubai,,,25.274802,55.315975,,,,PaymentMachine,,
"DEWA Customer Happiness Centre, Umm Ramool",Inside DEWA Office,Dubai,,,25.274802,55.315975,,,,PaymentMachine,,
"DEWA Customer Happiness Centre, Ayal Nasir","Inside DEWA office, near ENBD ATM",Dubai,,,25.274178,55.305547,,,,PaymentMachine,,
"Union Co-operative Society, Abu Hail","Ground floor entrance, near Emirates Islamic Bank ATM",Dubai,,,25.286574,55.323481,,,,PaymentMachine,,
Dubai Mall - Second Floor,"Inside Dubai Mall, near to Emax, Dubai",Dubai,,,25.198546,55.279608,,,Working Hours: Sunday to Wednesday: 10AM - 10PM <br>Thursday: 10AM - 12AM <br>Friday: 10AM - 12AM <br>Saturday: 10AM - 12AM,PaymentMachine,,
Deira Business Centre,"Etisalat Building, Baniyas Street, Dubai",Dubai,,,25.262712,55.31437,,,Working Hours: Sunday to Wednesday: 8AM - 8PM <br>Thursday: 8AM - 8PM <br>Friday: Closed <br>Saturday: 8AM - 8PM,PaymentMachine,,
Al Wasl Business Centre,"Etisalat building, near Al Murooj complex",Dubai,,,25.203878,55.274784,,,Working Hours: Sunday to Wednesday: 8AM - 8PM <br>Thursday: 8AM - 8PM <br>Friday: Closed <br>Saturday: 8AM - 8PM,PaymentMachine,,
Deira City Centre 2,"First floor, right side of entrance",Dubai,,,25.252744,55.331578,,,Working Hours: Sunday to Wednesday: 10AM - 12AM <br>Thursday: 10AM - 1AM <br>Friday: 10AM - 1AM <br>Saturday: 10AM - 1AM,PaymentMachine,,
Al Twar Business Centre,"Ground floor,Tawar Center",Dubai,,,25.263013,55.384997,,,Working Hours: Sunday to Wednesday: 8AM - 4PM <br>Thursday: 8AM - 4PM <br>Friday: Closed <br>Saturday: 8AM - 4PM,PaymentMachine,,
Deira Business Centre,"Etisalat Building, Baniyas Street, Dubai",Dubai,,,25.131362,55.213565,,,Working Hours: Sunday to Wednesday: 8AM - 8PM <br>Thursday: 8AM - 8PM <br>Friday: Closed <br>Saturday: 8AM - 8PM,PaymentMachine,,
Dubai Festival City Kiosk,"Inside Dubai Festival Center, Dubai Festival City, Dubai",Dubai,,,25.22363121,55.35554766,,,Working Hours: Sunday to Wednesday: 10AM - 12AM <br>Thursday: 10AM - 12AM <br>Friday: 10AM - 12AM <br>Saturday: 10AM - 12AM,PaymentMachine,,
Al Twar Business Centre,"Inside Al Tawar Municipality Building, Al Tawar, Dubai",Dubai,,,25.263013,55.384997,,,Working Hours: Sunday to Wednesday: 8AM - 8PM <br>Thursday: 8AM - 8PM <br>Friday: Closed <br>Saturday: 8AM - 8PM,PaymentMachine,,
Deira City Centre 2,"First floor, right side of entrance",Dubai,,,25.252744,55.331578,,,Working Hours: Sunday to Wednesday: 10AM - 10PM <br>Thursday: 10AM - 11PM <br>Friday: 2PM - 11PM <br>Saturday: 10AM - 10PM,PaymentMachine,,
"Al Kifaf, Etisalat Building","Etisalat Building, Al Kifaf Area, Opposite Al Jafiliya Metro Station, Dubai",Dubai,,,25.231274,55.291398,,,Working Hours: Sunday to Wednesday: 8AM - 4PM <br>Thursday: 8AM - 4PM <br>Friday: Closed <br>Saturday: 8AM - 4PM,PaymentMachine,,
"Bin Sougat Centre, Etisalat Outlet","Inside Bin Sougat Centre, Al Rashediya, Dubai",Dubai,,,25.23289995,55.38469255,,,Working Hours: Sunday to Wednesday: 8AM - 10PM <br>Thursday: 8AM - 10PM <br>Friday: 4PM - 10PM <br>Saturday: 8AM - 10PM,PaymentMachine,,
Jebel Ali Business Centre,Outside Etisalat Business Centre,Dubai,,,25.013313,55.090119,,,,PaymentMachine,,
"Dubai Airport Free Zone (DAFZA), Etisalat Store","Ground floor, outside Etisalat store, near food court",Dubai,,,25.260632,55.374153,,,,PaymentMachine,,
Deira City Centre 2,"First floor, right side of entrance",Dubai,,,25.252744,55.331578,,,Working Hours: Sunday to Wednesday: 10AM - 12AM <br>Thursday: 10AM - 1AM <br>Friday: 10AM - 1AM <br>Saturday: 10AM - 1AM,PaymentMachine,,
"Beach Road, Umm Suqeim","Jumeirah Road, Opposite Saga World Mall, Dubai",Dubai,,,25.162341,55.210272,,,Working Hours: Sunday to Wednesday: 10AM - 10PM <br>Thursday: 10AM - 10PM <br>Friday: 10AM - 10PM <br>Saturday: 10AM - 10PM,PaymentMachine,,
Dubai International Financial Centre (DIFC),"Inside Dubai International Financial Center, Sheikh Zayed Road",Dubai,,,25.21494416,55.28042972,,,Working Hours: Sunday to Wednesday: 9AM - 7PM <br>Thursday: 9AM - 7PM <br>Friday: Closed <br>Saturday: 9AM - 2PM,PaymentMachine,,
Al Wasl Business Centre,"Etisalat building, near Al Murooj complex",Dubai,,,25.203878,55.274784,,,Working Hours: Sunday to Wednesday: 8AM - 8PM <br>Thursday: 8AM - 8PM <br>Friday: Closed <br>Saturday: 8AM - 8PM,PaymentMachine,,
Dubai Police General Head Quarters,Inside police HQ entrance,Dubai,,,25.27436973,55.35135404,,,Working Hours: Sunday to Wednesday: 8AM - 2AM <br>Thursday: 8AM - 2AM <br>Friday: Closed <br>Saturday: Closed,PaymentMachine,,
"Al Kifaf, Etisalat Building","Etisalat Building, Al Kifaf Area, Opposite Al Jafiliya Metro Station, Dubai",Dubai,,,25.231274,55.291398,,,Working Hours: Sunday to Wednesday: 8AM - 4PM <br>Thursday: 8AM - 4PM <br>Friday: Closed <br>Saturday: 8AM - 4PM,PaymentMachine,,
Mirdif City Centre,"Inside Mirdif City Center, Mirdif, near Dubai Tennis Academy",Dubai,,,25.21818125,55.40834426,,,Working Hours: Sunday to Wednesday: 10AM - 12AM <br>Thursday: 10AM - 1AM <br>Friday: 10AM - 1AM <br>Saturday: 10AM - 1AM,PaymentMachine,,
Mirdif City Centre,"Inside Mirdif City Center, Mirdif, near Dubai Tennis Academy",Dubai,,,25.21818125,55.40834426,,,Working Hours: Sunday to Wednesday: 10AM - 12AM <br>Thursday: 10AM - 1AM <br>Friday: 10AM - 1AM <br>Saturday: 10AM - 1AM,PaymentMachine,,
Mirdif City Centre,"Inside Mirdif City Center, Mirdif, near Dubai Tennis Academy",Dubai,,,25.21818125,55.40834426,,,Working Hours: Sunday to Wednesday: 10AM - 12AM <br>Thursday: 10AM - 1AM <br>Friday: 10AM - 1AM <br>Saturday: 10AM - 1AM,PaymentMachine,,
Mall of the Emirates,"Inside Mall of the Emirates, Sheikh Zayed Road, Dubai",Dubai,,,25.118447,55.200619,,,Working Hours: Sunday to Wednesday: 10AM - 12AM <br>Thursday: 10AM - 1AM <br>Friday: 10AM - 1AM <br>Saturday: 10AM - 1AM,PaymentMachine,,
Mall of the Emirates,"Inside Mall of the Emirates, Sheikh Zayed Road, Dubai",Dubai,,,25.118447,55.200619,,,Working Hours: Sunday to Wednesday: 10AM - 12AM <br>Thursday: 10AM - 1AM <br>Friday: 10AM - 1AM <br>Saturday: 10AM - 1AM,PaymentMachine,,
"International City, Etisalat Store","Inside Etisalat store, opposite to Union Co-operative Society (Ground Floor)",Dubai,,,25.158937,55.404739,,,Working Hours: Sunday to Wednesday: 10AM - 11:30PM <br>Thursday: 10AM - 12AM <br>Friday: 10AM - 12AM <br>Saturday: 10AM - 11PM,PaymentMachine,,
Al Ghurair Centre,"Inside Al Ghurair Mall, Dubai, Al Rigga Road, Deira",Dubai,,,25.268086,55.317943,,,Working Hours: Sunday to Wednesday: 10AM - 10PM <br>Thursday: 10AM - 12AM <br>Friday: 10AM - 12AM <br>Saturday: 10AM - 12AM,PaymentMachine,,
RTA Burjaman Metro Station,"Inside RTA Metro Station, Burjuman, Dubai",Dubai,,,25.254692,55.303828,,,Working Hours: Sunday to Wednesday: 10AM - 10PM <br>Thursday: 10AM - 10PM <br>Friday: 3PM - 10PM <br>Saturday: 10AM - 10PM,PaymentMachine,,
RTA Burjaman Metro Station,"Inside RTA Metro Station, Burjuman, Dubai",Dubai,,,25.254692,55.303828,,,Working Hours: Sunday to Wednesday: 10AM - 10PM <br>Thursday: 10AM - 10PM <br>Friday: 3PM - 10PM <br>Saturday: 10AM - 10PM,PaymentMachine,,
RTA Burjaman Metro Station,"Inside RTA Metro Station, Burjuman, Dubai",Dubai,,,25.254692,55.303828,,,Working Hours: Sunday to Wednesday: 10AM - 10PM <br>Thursday: 10AM - 10PM <br>Friday: 3PM - 10PM <br>Saturday: 10AM - 10PM,PaymentMachine,,
Al Barsha Mall,"Inside Al Barsha Mall, Dubai, near Al Barsha Clinic",Dubai,,,25.098915,55.204689,,,Working Hours: Sunday to Wednesday: 10AM - 10PM <br>Thursday: 10AM - 10PM <br>Friday: 2PM - 10PM <br>Saturday: 10AM - 10PM,PaymentMachine,,
Arabian Centre,"Inside Arabian Center, Al Mizhar 1, Dubai",Dubai,,,25.235663,55.4364,,,Working Hours: Sunday to Wednesday: 10AM - 11:30PM <br>Thursday: 10AM - 12AM <br>Friday: 10AM - 12AM <br>Saturday: 10AM - 11PM,PaymentMachine,,
Arabian Centre,"Inside Arabian Center, Al Mizhar 1, Dubai",Dubai,,,25.235663,55.4364,,,Working Hours: Sunday to Wednesday: 10AM - 11:30PM <br>Thursday: 10AM - 12AM <br>Friday: 10AM - 12AM <br>Saturday: 10AM - 11PM,PaymentMachine,,
Ibn Battuta Mall 2,"Inside Ibn Batuta Mall, Sheikh Zayed Road, Dubai",Dubai,,,25.044546,55.120294,,,Working Hours: Sunday to Wednesday: 10AM - 10PM <br>Thursday: 10AM - 11PM <br>Friday: 2PM - 11PM <br>Saturday: 10AM - 10PM,PaymentMachine,,
Dubai Airport Terminal 3,"Inside Dubai International Airport, Terminal 3, Arrival Area, Dubai",Dubai,,,25.245472,55.359957,,,Working Hours: Sunday toSaturday: 24hours,PaymentMachine,,
Dubai Mall 1,"Inside Dubai Mall, near to Emaar Office, Dubai",Dubai,,,25.19747597,55.27949094,,,Working Hours: Sunday to Wednesday: 10AM - 6PM <br>Thursday: 10AM - 6PM <br>Friday: 10AM - 6PM <br>Saturday: 10AM - 6PM,PaymentMachine,,
Dubai Mall 1,"Inside Dubai Mall, near to Emaar Office, Dubai",Dubai,,,25.19747597,55.27949094,,,Working Hours: Sunday to Wednesday: 10AM - 6PM <br>Thursday: 10AM - 6PM <br>Friday: 10AM - 6PM <br>Saturday: 10AM - 6PM,PaymentMachine,,
Dubai Mall 1,"Inside Dubai Mall, near to Emaar Office, Dubai",Dubai,,,25.19747597,55.27949094,,,Working Hours: Sunday to Wednesday: 10AM - 6PM <br>Thursday: 10AM - 6PM <br>Friday: 10AM - 6PM <br>Saturday: 10AM - 6PM,PaymentMachine,,
Dubai Mall 1,"Inside Dubai Mall, near to Emaar Office, Dubai",Dubai,,,25.19747597,55.27949094,,,,PaymentMachine,,
Ibn Battuta Mall 2,"Inside Ibn Batuta Mall, Sheikh Zayed Road, Dubai",Dubai,,,25.044546,55.120294,,,Working Hours: Sunday to Wednesday: 10AM - 6PM <br>Thursday: 10AM - 6PM <br>Friday: 10AM - 6PM <br>Saturday: 10AM - 6PM,PaymentMachine,,
Arabian Centre,"Inside Arabian Center, Al Mizhar 1, Dubai",Dubai,,,25.235663,55.4364,,,Working Hours: Sunday to Wednesday: 10AM - 11:30PM <br>Thursday: 10AM - 12AM <br>Friday: 10AM - 12AM <br>Saturday: 10AM - 11PM,PaymentMachine,,
Dubai Airport Terminal 1,"Inside Dubai International Airport, Terminal 1, Arrival Area, Dubai",Dubai,,,25.24921316,55.35227537,,,Working Hours: Sunday toSaturday: 24hours,PaymentMachine,,
"International City, Etisalat Store","Inside Etisalat store, opposite to Union Co-operative  Society (Ground Floor)",Dubai,,,25.158937,55.404739,,,Working Hours: Sunday to Wednesday: 10AM - 11:30PM <br>Thursday: 10AM - 12AM <br>Friday: 10AM - 12AM <br>Saturday: 10AM - 11PM,PaymentMachine,,
Lulu Hypermarket Dibba,"Inside the mall, near to the MBME machine",Fujaira,,,25.58893644,56.27248764,,,,PaymentMachine,,
"Dibba, Sharjah Cooperative Society","Main entrance area, near to DIB ATM",Fujaira,,,25.61378072,56.27578676,,,,PaymentMachine,,
Etisalat Smart Hub Data Center Fujairah,"Old Etisalat Office, outside Etisalat Payment Machines Room, near to security office.",Fujaira,,,25.13073988,56.33635908,,,,PaymentMachine,,
Lulu Hypermarket - Fujairah,"Left side entrance, near to charity kiosk",Fujaira,,,25.12022482,56.32821858,,,,PaymentMachine,,
"Sharjah Co-operative Society, Khor Fakkan","Main entrance area, near to Sharjah Islamic Bank ATM",Fujaira,,,25.39224302,56.35150015,,,,PaymentMachine,,
City Centre Fujairah,"Inside Al Fujairah City Center, Fujairah, near Headquarter of Fujairah Police",Fujaira,,,25.125679,56.302196,,,Working Hours: Sunday to Wednesday: 10AM - 11PM <br>Thursday: 10AM - 12AM <br>Friday: 2PM - 12AM <br>Saturday: 10AM - 11PM,PaymentMachine,,
Extra Souq - Murbah,"Entrance area, near to Zakat counter",Fujaira,,,25.28269883,56.35697991,,,,PaymentMachine,,
Khor Fakkan Business Centre,"Etisalat Building, Khor Fakkan, Rugaylat Road, Sharjah, Next to Federal Electricity & Water Authority",Fujaira,,,25.3357185,56.3478738,,,,PaymentMachine,,
Kalba Service Centre,"Etisalat Building, Rugaylat Road, Fujairah",Fujaira,,,25.0597688,56.35530889,,,Working Hours: Sunday to Wednesday: 8AM - 4PM <br>Thursday: 8AM - 4PM <br>Friday: Closed <br>Saturday: 8AM - 1AM,PaymentMachine,,
"Kalba, Sharjah Cooperative Society","Entrance area, right side, near to DIB ATM",Fujaira,,,25.05300184,56.34848267,,,Working Hours: Sunday to Wednesday: 7AM - 12AM <br>Thursday: 7AM - 12AM <br>Friday: 7AM - 12AM <br>Saturday: 7AM - 12AM,PaymentMachine,,
Kalba Service Centre,"Etisalat Building, Rugaylat Road, Fujairah, inside 24/7 room",Fujaira,,,25.0597688,56.35530889,,,Working Hours: Sunday to Wednesday: 8AM - 4PM <br>Thursday: 8AM - 4PM <br>Friday: Closed <br>Saturday: 8AM - 1AM,PaymentMachine,,
"Etisalat High Rise Building, Fujairah","Etisalat Building, Sheikh Hamad Abdullah Street, Fujairah",Fujaira,,,25.121446,56.328836,,,Working Hours: Sunday to Wednesday: 8AM - 8PM <br>Thursday: 8AM - 8PM <br>Friday: Closed <br>Saturday: 8AM - 8PM,PaymentMachine,,
"Etisalat High Rise Building, Fujairah","Etisalat Building, Sheikh Hamad Abdullah Street, Fujairah",Fujaira,,,25.121446,56.328836,,,Working Hours: Sunday to Wednesday: 8AM - 8PM <br>Thursday: 8AM - 8PM <br>Friday: Closed <br>Saturday: 8AM - 8PM,PaymentMachine,,
Dibba Business Centre,"Etisalat Building, Dibba Al Fujairah Main Road, Sh. Zayed Street, Next to Dibba Police Station - Fujairah",Fujaira,,,25.59201353,56.27479434,,,Working Hours: Sunday to Wednesday: 8AM - 8PM <br>Thursday: 8AM - 8PM <br>Friday: Closed <br>Saturday: 8AM - 8PM,PaymentMachine,,
Century Mall,"Inside Century Mall, Fujairah, Al Qasar Road, near Umbrella Beach",Fujaira,,,25.157386,56.34995,,,Working Hours: Sunday to Wednesday: 10AM - 10PM <br>Thursday: 10AM - 11PM <br>Friday: 3PM - 11PM <br>Saturday: 10AM - 11PM,PaymentMachine,,
Khor Fakkan Business Centre,"Etisalat Building, Khor Fakkan, Rugaylat Road, Sharjah, Next to Federal Electricity & Water Authority",Fujaira,,,25.3357185,56.3478738,,,Working Hours: Sunday to Wednesday: 8AM - 8PM <br>Thursday: 8AM - 8PM <br>Friday: Closed <br>Saturday: 8AM - 8PM,PaymentMachine,,
Digdaga Business Centre,"Etisalat Building, Airport Road, North RAK",Ras Al Khaimah,,,25.68645035,55.96727371,,,Working Hours: Sunday to Wednesday: 8AM - 4PM <br>Thursday: 8AM - 4PM <br>Friday: Closed <br>Saturday: 8AM - 1AM,PaymentMachine,,
Ras Al Khaimah National Market,"Inside the market,near the entrance door, left side",Ras Al Khaimah,,,25.74586362,55.93010902,,,,PaymentMachine,,
Etisalat Building - Ras Al Khaimah,"Etisalat Building, Bin Dhaher Street, RAK",Ras Al Khaimah,,,25.790579,55.967004,,,Working Hours: Sunday to Wednesday: 8AM - 8PM <br>Thursday: 8AM - 8PM <br>Friday: Closed <br>Saturday: 8AM - 8PM,PaymentMachine,,
Ras Al Khaimah National Market Al Jazeera,On the entrance front,Ras Al Khaimah,,,25.71215157,55.81768692,,,,PaymentMachine,,
Digdaga Business Centre,"Etisalat Building, Airport Road, North RAK",Ras Al Khaimah,,,25.68645035,55.96727371,,,Working Hours: Sunday to Wednesday: 8AM - 4PM <br>Thursday: 8AM - 4PM <br>Friday: Closed <br>Saturday: 8AM - 1AM,PaymentMachine,,
Al Waha Centre Ras Al Khaimah,Mall main entrance,Ras Al Khaimah,,,25.79116361,55.93916953,,,,PaymentMachine,,
